analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
2011-07-15T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500758,SHUTT DITCH,4500514,BATTLEMENT DITCH
2011-07-16T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,66.7,4500706,MUSCONETCONG DITCH,4500514,BATTLEMENT DITCH
2011-07-16T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,33.3,4500758,SHUTT DITCH,4500514,BATTLEMENT DITCH
2011-07-17T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,66.7,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-07-17T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,33.3,4500706,MUSCONETCONG DITCH,4500514,BATTLEMENT DITCH
2011-07-18T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-07-19T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,33.3,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-07-19T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,66.7,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-20T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-21T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-22T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-23T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-24T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-25T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,66.7,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-25T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,33.3,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-26T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-27T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-28T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-29T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-30T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-31T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-01T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-02T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-03T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-04T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-05T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-06T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-07T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-08T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-09T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-10T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-11T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-12T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-13T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,33.3,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-13T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,66.7,4500732,R F DITCH,4500570,DOBEY DITCH
2011-08-14T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-08-15T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,66.7,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-15T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,33.3,4500732,R F DITCH,4500570,DOBEY DITCH
2011-08-16T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-17T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-18T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-19T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-20T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-21T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-22T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-23T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-24T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-25T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-26T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-27T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-28T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-29T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-30T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-31T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-01T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-02T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-03T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-04T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-05T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-06T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-07T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-08T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-09T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-10T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-11T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-12T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,33.3,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-15T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-16T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-17T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-18T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-19T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-20T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-21T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-22T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-23T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-24T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-25T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-26T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-27T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-28T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-29T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-04-30T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-01T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-02T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-03T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-04T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-05T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-06T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-07T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-08T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-08T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500625,HEWITT AND MILBURN DITCH,4500570,DOBEY DITCH
2011-05-09T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500570,DOBEY DITCH
2011-05-10T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500625,HEWITT AND MILBURN DITCH,4500570,DOBEY DITCH
2011-05-10T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-11T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-12T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-13T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-14T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-15T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-16T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500625,HEWITT AND MILBURN DITCH,4500570,DOBEY DITCH
2011-05-16T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-17T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500625,HEWITT AND MILBURN DITCH,4500570,DOBEY DITCH
2011-05-17T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-05-18T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-05-19T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-05-20T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-05-20T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-21T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-22T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-05-22T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500732,R F DITCH,4500570,DOBEY DITCH
2011-05-23T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-05-23T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-05-24T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-05-25T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-05-25T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-05-26T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-05-26T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500706,MUSCONETCONG DITCH,4500514,BATTLEMENT DITCH
2011-05-27T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500706,MUSCONETCONG DITCH,4500514,BATTLEMENT DITCH
2011-05-28T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-28T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500706,MUSCONETCONG DITCH,4500514,BATTLEMENT DITCH
2011-05-29T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-05-30T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-07-11T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-07-12T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-07-13T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-07-14T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-07-14T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500758,SHUTT DITCH,4500514,BATTLEMENT DITCH
2011-07-15T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500758,SHUTT DITCH,4500514,BATTLEMENT DITCH
2011-07-16T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500706,MUSCONETCONG DITCH,4500514,BATTLEMENT DITCH
2011-07-16T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500758,SHUTT DITCH,4500514,BATTLEMENT DITCH
2011-07-17T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-07-17T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500706,MUSCONETCONG DITCH,4500514,BATTLEMENT DITCH
2011-07-18T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-07-19T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500638,HUNTLEY DITCH,4500706,MUSCONETCONG DITCH
2011-07-19T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-20T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-21T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-22T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-23T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-24T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-25T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-25T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500732,R F DITCH,4500706,MUSCONETCONG DITCH
2011-07-26T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-27T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-28T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-29T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-30T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-07-31T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-01T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-02T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-03T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-04T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-05T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-06T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-07T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-08T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-09T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-10T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-11T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-12T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-13T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500625,HEWITT AND MILBURN DITCH,4500732,R F DITCH
2011-08-13T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500732,R F DITCH,4500570,DOBEY DITCH
2011-08-14T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500732,R F DITCH,4500570,DOBEY DITCH
2011-08-15T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,66.7,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-15T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500732,R F DITCH,4500570,DOBEY DITCH
2011-08-16T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-17T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-18T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-19T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-20T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-21T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-22T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-23T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-24T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-25T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-26T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-27T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-28T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-29T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-30T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-08-31T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-01T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-02T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-03T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-04T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-05T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-06T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-07T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-08T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-09T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-10T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-11T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,100,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
2011-09-12T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,33.3,4500514,BATTLEMENT DITCH,4500514,BATTLEMENT DITCH
