wdid,structureName,structureType,waterSource,streamMile,division,waterDistrict,subdistrict,county,designatedBasinName,managementDistrictName,latdecdeg,longdecdeg
3805519,LETSON WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.215916,-107.225606
3805520,LEVSTIK WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.39763,-107.216465
3805521,LEVSTIK WELL 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.39763,-107.216465
3805522,LEWIS WELL BLUE CR,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.408998,-107.096328
3805523,LEWIS WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.35541,-107.0127
3805524,LIKELY WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.477881,-107.32166
3805525,LINSCOTT WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.341895,-106.639356
3805526,LITTLE ANNIE WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.12778,-106.815154
3805527,LITTLE ANNIE WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.12778,-106.815154
3805528,LITTLE ANNIE WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.132095,-106.810506
3805529,LITTLE ANNIE WELL NO 4,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.132121,-106.815159
3805530,LITTLE ANNIE WELL NO 5,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.132121,-106.815159
3805531,LITTLE ELK CREEK SPRING,SPRING,SNOWMASS CREEK,,5,38,,PITKIN,,,39.300988,-106.998995
3805532,LITTLE RED FALLS SPRING,SPRING,FRYINGPAN RIVER,,5,38,,EAGLE,,,39.388098,-106.998721
3805533,LLEWELLYN WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.308404,-107.212716
3805534,LONGS SPRING,SPRING,FRYINGPAN RIVER,,5,38,,EAGLE,,,39.39398,-107.002706
3805535,LORDS WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.075515,-107.207561
3805536,LOS AMIGOS WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.483119,-107.274539
3805537,LOS AMIGOS WELL NO 5,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.474,-107.23938
3805538,LOT O WELL,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.252063,-106.981371
3805539,LOW WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.423447,-107.216101
3805540,LUCAS WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.437152,-107.312976
3805541,LUCKS WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.397428,-107.126501
3805542,LULL WELL,WELL,GROUNDWATER: BRUSH CREEK,,5,38,,PITKIN,,,39.256648,-106.899477
3805543,SUNLIGHT WELL NO 4,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.399356,-107.331832
3805544,LYKE SPRING NO 1,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.39971,-107.374368
3805545,LYNCH SPRING,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.436205,-107.309436
3805546,LYON WELL NO 1,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.112099,-107.269498
3805547,MABELLE WELL,WELL,GROUNDWATER: BRUSH CREEK,,5,38,,PITKIN,,,39.260507,-106.894848
3805548,MACRUM WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.47798,-107.27479
3805549,MAIN WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.40119,-107.339866
3805550,MAIN WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.331258,-106.983548
3805551,MARGARET ARLIAN WELL NO1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.392606,-107.08389
3805552,MARGARET ARLIAN WELL NO2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.388059,-107.093201
3805553,MARQUIS WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.437662,-107.1821
3805554,MARSH WELL,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.518499,-107.369748
3805555,MARSING SPRING,SPRING,WOODY CREEK,,5,38,,PITKIN,,,39.240521,-106.773532
3805556,MARTINO SPRING,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.484004,-107.321277
3805557,MARTINO SPRING PIPELINE,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.410299,-107.346
3805558,MAURIN SPRING NO 1,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.286517,-107.022879
3805559,MAURIN SPRING NO 2,SPRING,CAPITOL CREEK,,5,38,,PITKIN,,,39.290124,-107.018163
3805560,MAUTZ WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.350385,-107.210438
3805561,MAYTAG SEEPAGE AREA NO 1,SPRING,COULTER CREEK,,5,38,,EAGLE,,,39.51059,-107.111978
3805562,MAYTAG SEEPAGE AREA NO 2,SPRING,COULTER CREEK,,5,38,,EAGLE,,,39.51419,-107.097972
3805563,MCBURNEYS SPRING,SPRING,CRYSTAL RIVER,,5,38,,GUNNISON,,,39.076383,-107.20576
3805564,MCCLEANS WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.115534,-107.267752
3805565,MCDADE WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.215621,-106.813937
3805566,MCKAY WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.071725,-107.186151
3805567,MCNULTY WELL NO 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.472895,-107.125005
3805568,MCNULTY WELL NO 2,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.468478,-107.115746
3805569,MCNULTY WELL NO 3,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,EAGLE,,,39.466828,-107.111615
3805570,MCNULTY WELL NO 4,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,EAGLE,,,39.463057,-107.111546
3805571,MCVEY IRRIGATION W NO 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.460095,-107.172727
3805572,MCVEY IRRIGATION W NO 2,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.459763,-107.177383
3805573,MCVEY WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,,
3805574,SUNLIGHT WELL NO 5,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.399356,-107.331832
3805575,MEADOW WELL,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.519859,-107.360558
3805576,MESA SPRING AND PIPELINE,SPRING,CRYSTAL RIVER,,5,38,,PITKIN,,,39.288904,-107.207177
3805577,METCALF WELL,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.344431,-107.058693
3805578,METCALF WELL NO 2,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.344505,-107.060555
3805579,METCALF WELL NO 3,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.344505,-107.060555
3805580,METCALF WELL NO 4,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.344505,-107.060555
3805581,METCALF WELL NO 5,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.34819,-107.060579
3805582,MID VALLEY WELL NO 1,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.419886,-107.095051
3805583,MID VALLEY WELL NO 2,WELL,GROUNDWATER: BLUE CREEK,,5,38,,GARFIELD,,,39.413961,-107.113794
3805584,MIDLAND WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.497019,-107.314434
3805585,MIKES WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.47746,-107.281051
3805586,MILLENIUM SPRING,SPRING,FRYINGPAN RIVER,,5,38,,EAGLE,,,39.380873,-107.00339
3805587,MILLS WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.249529,-106.880319
3805588,MISSOURI HEIGHTS WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.426857,-107.13486
3805589,MODA WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.402793,-107.317224
3805590,MOFFETT WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.404682,-107.121317
3805591,MOLYBDENUM SPRING,SPRING,FRYINGPAN RIVER,,5,38,,EAGLE,,,39.388098,-106.998721
3805592,SUNLIGHT WELL NO 6,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.399416,-107.336502
3805593,MORGAN WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.504773,-107.317182
3805594,MORRIS WELL NO 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,EAGLE,,,39.455616,-107.07869
3805595,MORSE UPPER SPRING,SPRING,MAROON CREEK,,5,38,,PITKIN,,,39.194454,-106.856481
3805596,MORTON WELL,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.507788,-107.317783
3805597,MOTZ SP & FISH PONDS SP1,SPRING,FRYINGPAN RIVER,,5,38,,EAGLE,,,39.378497,-106.933098
3805598,FINLEY RES POND WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.380106,-106.932339
3805599,MOUNTAIN VIEW SPRING,SPRING,CRYSTAL RIVER,,5,38,,GUNNISON,,,39.068274,-107.198229
3805600,MOUNTAIN VIEW WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.071897,-107.198256
3805601,SUNLIGHT WELL NO 7,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.399416,-107.336502
3805602,MT SOPRIS TREE NUR WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.392982,-107.099111
3805603,MT SOPRIS TREE NUR WELL 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,,
3805604,MOUNTAIN ST T & T CO W,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.469368,-107.270534
3805605,MUNROS WELL,WELL,GROUNDWATER: BRUSH CREEK,,5,38,,PITKIN,,,39.245617,-106.889569
3805606,MUSSELL WELL,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.35898,-107.062381
3805607,M/K RANCH WELL NO 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.454602,-107.138941
3805608,NAYLOR WELL,WELL,GROUNDWATER: THREEMILE CREEK,,5,38,,GARFIELD,,,39.508368,-107.328166
3805609,NETTLES WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.401059,-107.121395
3805610,NEWELL WELL,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.433976,-107.182177
3805611,NICHOLSON WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.252143,-107.239619
3805612,NICKS WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.475487,-107.274815
3805613,NO 1 BEER WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.301013,-106.92895
3805614,NO 2 WHISKEY WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.301013,-106.92895
3805615,NORRIE WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.32393,-106.657778
3805616,OLIVE M HEUSCHEL SPR SYS,SPRING,ROARING FORK RIVER,,5,38,,GARFIELD,,,39.475487,-107.274815
3805617,TAILWIND WELL,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.427626,-107.15417
3805618,OSCAR CERISE WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.405165,-107.142469
3805619,OSCAR CERISE WELL 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.404651,-107.140503
3805620,OSCAR CERISE WELL 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.404637,-107.149949
3805621,OSCAR CERISE WELL 4,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.404637,-107.149949
3805622,OSCAR CERISE WELL 5,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.441365,-107.163081
3805623,OSCAR CERISE WELL 6,WELL,GROUNDWATER: CRYSTAL SPRING CREEK,,5,38,,GARFIELD,,,39.433968,-107.168022
3805624,OULD WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.513425,-107.270235
3805625,OULD WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.513425,-107.270235
3805626,OULD WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.506682,-107.248379
3805627,SUNLIGHT WELL NO 8,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.395795,-107.336671
3805628,OWENS DOM & IRR WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.491711,-107.283583
3805629,OWENS DOMESTIC WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.478023,-107.284473
3805630,STELLA POLARE WELL,WELL,GROUNDWATER: WARREN CREEK,,5,38,,PITKIN,,,39.16339,-106.78966
3805631,OLEARY WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.422592,-107.162332
3805632,PADDLERS HOT SPRINGS,SPRING,ROARING FORK RIVER,,5,38,,GRAND,,,,
3805633,PAMALINDA SPRING AND PL,SPRING,CRYSTAL RIVER,,5,38,,PITKIN,,,39.227857,-107.226007
3805634,PARKER NO 1 WELL,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.337257,-107.060509
3805635,PARODI SPRING 1 2 3 4,SPRING,FRYINGPAN RIVER,,5,38,,EAGLE,,,,
3805636,PATTERSON WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.404717,-107.183407
3805637,PATTERSON WELL NO 68636,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.431637,-107.312513
3805638,PEACH BLOW  WELL NO 1,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.376518,-106.886327
3805639,EL JEBEL WELL NO 4,WELL,GROUNDWATER: BLUE CREEK,,5,38,,EAGLE,,,39.399745,-107.09079
3805640,PEARCE WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.380511,-106.964625
3805641,PEGGYS WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.47193,-107.322207
3805642,PEG A DEE SPOT WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.4751,-107.271814
3805643,PETRUSHKA WELL,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.249736,-106.984422
3805644,PHILLIAN SP DOM W SYS,SPRING,ROARING FORK RIVER,,5,38,,GARFIELD,,,39.504359,-107.319021
3805645,PHILLIPS CAB & TR CT SP1,SPRING,ROARING FORK RIVER,,5,38,,PITKIN,,,39.311951,-106.933155
3805646,PHONCHO SPRING NO 1,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.480419,-107.317192
3805647,PICKARD WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.253032,-106.903909
3805648,PIONEER SPRING,SPRING,BRUSH CREEK,,5,38,,PITKIN,,,39.238565,-106.904743
3805649,PIZZOLATO WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.401123,-107.19274
3805650,PLACITA SPRING,SPRING,CRYSTAL RIVER,,5,38,,PITKIN,,,39.133838,-107.264007
3805651,PLANK SPRING & PIPELINE,SPRING,CRYSTAL RIVER,,5,38,,PITKIN,,,39.167945,-107.244649
3805652,PORATHS WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.363843,-106.732136
3805653,POSIE CERISE WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.365481,-107.08733
3805654,POWERS PLACE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.419472,-107.197091
3805655,POWERS WELL,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.475688,-107.218044
3805656,POZO WELL NO 1,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.11191,-107.267744
3805657,HELM WELL NO 2,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.204907,-106.987561
3805658,PRATT WELL PERMIT 17582,WELL,GROUNDWATER: REED CREEK,,5,38,,GARFIELD,,,39.47014,-107.266549
3805659,PRATT WELL,WELL,GROUNDWATER: WOODY CREEK,,5,38,,PITKIN,,,39.240996,-106.806579
3805660,PREHM SPRING NO 1,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.484004,-107.30716
3805661,PRIMO WELL NO 1,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.473356,-107.319069
3805662,PRINCE CREEK WELL,WELL,GROUNDWATER: PRINCE CREEK,,5,38,,PITKIN,,,39.353736,-107.177646
3805663,PRINCE CREEK WELL NO 3,WELL,GROUNDWATER: PRINCE CREEK,,5,38,,PITKIN,,,39.353865,-107.178396
3805664,PULVER WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.362753,-107.055898
3805665,PULVER WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.362753,-107.055898
3805666,SUNLIGHT WELL NO 9,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.399416,-107.336502
3805667,RAGLE WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,39.075501,-107.216853
3805668,RAKICH WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.471864,-107.27485
3805669,RALSTON SPRING AND PL,SPRING,FRYINGPAN RIVER,,5,38,,PITKIN,,,39.363255,-106.713597
3805670,RANCH WELL,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.401926,-107.339983
3805671,RANCH WELL PERMIT 36737,WELL,GROUNDWATER: SOPRIS CREEK,,5,38,,PITKIN,,,39.344509,-107.055888
3805672,RANCHO LOS AMIGOS W NO 6,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.475887,-107.239161
3805673,RANCHO LOS AMIGOS W NO 7,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.470739,-107.248932
3805674,RAGLE WELL NO 2,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,GUNNISON,,,,
3805675,RAY JONES WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.253238,-107.233485
3805676,REDDING DOMESTIC WELL 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.423761,-107.248864
3805677,REDSTONE WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.196578,-107.231978
3805678,REEVES WELL NO 1,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.435343,-107.312613
3805679,RESER WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.346778,-107.205744
3805680,RICHARDSON WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.209867,-106.838694
3805681,RICKSTREW SPRING,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.459632,-107.181458
3805682,RILEY RANCH WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.344143,-106.677679
3805683,ROACH WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.401123,-107.19274
3805684,ROARING FK WTR ASSOC W 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.342806,-107.001569
3805685,ROARING FORK BAP CH W 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.40828,-107.140481
3805686,ROARING FORK W ASSOC 2 W,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.341943,-106.999897
3805687,ROBERTS WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.413389,-107.228368
3805688,ROCK-A-WAY SP & PL,SPRING,CRYSTAL RIVER,,5,38,,PITKIN,,,,
3805689,ROMINE WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,EAGLE,,,39.388082,-107.079148
3805690,SUNLIGHT WELL NO 10,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.400622,-107.337652
3805691,ROSS SPRING,SPRING,ROARING FORK RIVER,,5,38,,PITKIN,,,39.267928,-106.885395
3805692,ROY WELL,WELL,GROUNDWATER: CASTLE CREEK,,5,38,,PITKIN,,,39.167383,-106.849544
3805693,RUEDI WELL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,EAGLE,,,39.377473,-106.815559
3805694,RYMAN WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.478023,-107.284473
3805695,ST BENEDICTS MONAST PL,PIPELINE,CAPITOL CREEK,5.53,5,38,,PITKIN,,,39.246252,-107.008598
3805696,SAM STAPLETON SPRING NO1,SPRING,OWL CREEK,,5,38,,PITKIN,,,39.217527,-106.880905
3805697,SUNLIGHT WELL NO 11,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.403179,-107.352927
3805698,SAWDEY WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.366176,-107.042107
3805699,SCATENA SPRINGS,SPRING,FOURMILE CREEK,,5,38,,GARFIELD,,,39.47193,-107.322207
3805700,SCHOEBERLEIN WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.280811,-106.89215
3805701,SCHWEPPE WELL NO 1,WELL,GROUNDWATER: TAYLOR CREEK,,5,38,,EAGLE,,,39.409939,-106.932744
3805702,SCHWEPPE WELL NO 2,WELL,GROUNDWATER: TAYLOR CREEK,,5,38,,EAGLE,,,39.410899,-106.933026
3805703,SCOTT AND PARKER WELL A,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.364387,-107.085011
3805704,SCOTT AND PARKER WELL B,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.363279,-107.084491
3805705,SCOTT WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.201508,-106.823605
3805706,SCOTT WELL NO 1,WELL,GROUNDWATER: FOURMILE CREEK,,5,38,,GARFIELD,,,39.416912,-107.302963
3805707,SEEBURG WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.42751,-107.244003
3805708,SEEBURG WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.42751,-107.244003
3805709,SEEBURG WELL NO 3,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.42751,-107.244003
3805710,SEVEN OAKS COMMONS WELL,WELL,GROUNDWATER: CRYSTAL RIVER,,5,38,,PITKIN,,,39.323961,-107.207152
3805711,SEWELL SPRING,SPRING,THOMPSON CREEK,,5,38,,PITKIN,,,39.328592,-107.214975
3805712,SHARP WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.401282,-107.221299
3805713,SHAW WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.47798,-107.27479
3805714,SHAW WELL PUMPS AND PL,WELL,GROUNDWATER: FRYINGPAN RIVER,,5,38,,PITKIN,,,39.358857,-106.696311
3805715,SHELAGH MURPHY WTR WEL 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.45376,-107.157195
3805716,SHERWOOD WELL NO 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.452376,-107.167716
3805717,SHERWOOD WELL NO 2,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.45555,-107.171894
3805718,SHIELD O HIGHLAND NO 1 W,WELL,GROUNDWATER: SNOWMASS CREEK,,5,38,,PITKIN,,,39.267748,-106.970734
3805719,SHIMER WELL,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.17807,-106.801226
3805720,SHIMER WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,PITKIN,,,39.175592,-106.800262
3805721,SHOHET SPGS COLL DIST SY,SPRING,CASTLE CREEK,,5,38,,PITKIN,,,,
3805722,SIEVERS SPRING & PL NO 2,SPRING,ROARING FORK RIVER,,5,38,,GARFIELD,,,39.445958,-107.268925
3805723,SIMILLION WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.549654,-107.331666
3805724,SIMONS WELL NO 1,WELL,GROUNDWATER: LITTLE WOODY CREEK,,5,38,,PITKIN,,,39.279016,-106.875942
3805725,SIMONS WELL NO 2,WELL,GROUNDWATER: LITTLE WOODY CREEK,,5,38,,PITKIN,,,39.277886,-106.87751
3805726,SLATTERY WELL NO 2,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.477958,-107.270116
3805727,SLATTERY WELL NO 1,WELL,GROUNDWATER: ROARING FORK RIVER,,5,38,,GARFIELD,,,39.47798,-107.27479
3805728,SMALLWOOD WELL 1,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.449574,-107.253699
3805729,SMALLWOOD WELL 2,WELL,GROUNDWATER: CATTLE CREEK,,5,38,,GARFIELD,,,39.449574,-107.253699
3805730,SMITH SPRINGS & PIPELINE,SPRING,ROARING FORK RIVER,,5,38,,GARFIELD,,,39.427477,-107.239331
