WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Decreed Units,Latitude,Longitude,,
5302029,0.88,12/31/03 0:00,55904.00000,0.95,C,39.760603,-107.02759,,
5102055,4.33,12/31/85 0:00,49620.00000,1,C,39.908034,-106.017771,,
3802000,0.01,12/31/75 0:00,45712.00000,14,C,39.196419,-106.820662,,
3802000,0.01,12/31/79 0:00,47147.00000,16,C,39.196419,-106.820662,,
3802113,2.39,8/25/49 0:00,35279.00000,15.53,C,39.207511,-106.787233,,
3802113,2.39,10/24/52 0:00,36741.00000,7.11,C,39.207511,-106.787233,,
3802113,2.39,10/24/52 0:00,36741.00000,4.1,C,39.207511,-106.787233,,
3802113,2.39,11/5/71 0:00,39617.13680,1.018,C,39.207511,-106.787233,,
3802113,2.39,11/5/71 0:00,39617.14256,11.52,A,39.207511,-106.787233,,
3802113,2.39,11/5/71 0:00,39617.20418,9.497,C,39.207511,-106.787233,,
3802113,2.39,11/5/71 0:00,39617.32641,0.045,C,39.207511,-106.787233,,
3802113,2.39,11/5/71 0:00,42991.00000,1.018,C,39.207511,-106.787233,,
3802029,8.16,12/31/75 0:00,45712.00000,11,C,39.1995,-106.694069,,
3802029,8.16,12/31/79 0:00,47147.00000,6,C,39.1995,-106.694069,,
3802004,9.33,12/31/75 0:00,45712.00000,8.5,C,39.20734,-106.679676,,
3802004,9.33,12/31/79 0:00,47147.00000,3.5,C,39.20734,-106.679676,,
3602041,0.03,12/31/89 0:00,50961.00000,2,C,39.453841,-106.029558,,
5102062,9.02,12/31/90 0:00,51465.00000,2.5,C,39.860462,-105.908224,,
3802021,2.9,12/31/73 0:00,45118.00000,2,C,39.287472,-106.558884,,
5102082,0.95,12/31/90 0:00,51465.00000,4,C,39.880686,-105.741445,,
3902015,0.04,12/31/00 0:00,54812.00000,0.7,C,39.585913,-107.915403,,
3702004,1.08,12/31/80 0:00,47558.00000,0.5,C,39.654879,-106.555196,,
5102008,19.98,12/31/78 0:00,46883.00000,1,C,40.268245,-106.083672,,
5102015,0,12/31/79 0:00,47254.00000,6,C,39.896335,-106.092847,,
3902022,3.56,12/31/03 0:00,55904.00000,2.4,C,39.636459,-107.406524,,
3602028,0,12/31/86 0:00,49746.00000,1.5,C,39.601948,-105.979487,,
5102017,0.02,12/31/79 0:00,47254.00000,4,C,39.832567,-106.055611,,
5102057,1.79,12/31/86 0:00,49746.00000,1,C,40.10128,-106.061954,,
3802078,0.05,12/31/73 0:00,45118.00000,3,C,39.343472,-106.656613,,
3702062,2.19,12/31/97 0:00,53956.00000,3.75,C,39.445413,-106.721164,,
7202002,10.08,12/31/85 0:00,49557.00000,3.5,C,39.104579,-107.785181,,
3802022,0.03,12/31/73 0:00,45118.00000,3,C,39.354247,-106.693576,,
3702039,2.1,12/31/78 0:00,46883.00000,1,C,39.522814,-106.336391,,
3802023,9.46,12/31/76 0:00,46034.00000,8,C,39.043247,-106.616959,,
5002001,0,12/31/11 0:00,58829.00000,1.25,C,40.311724,-106.607705,,
5302009,0,12/31/77 0:00,46652.00000,2,C,40.0564,-106.651689,,
3802024,6.17,12/31/76 0:00,46034.00000,4,C,39.154705,-106.568228,,
3802005,3.78,12/31/80 0:00,47558.00000,4,C,39.073929,-107.108035,,
4502009,14.23,12/31/14 0:00,59928.00000,3,C,39.38404,-107.47551,,
5002060,17.82,12/31/09 0:00,58101.00000,9.3,C,40.262658,-106.318593,,
3902000,0,12/31/80 0:00,47609.00000,6,C,39.604559,-107.58523,,
3802027,9.39,12/31/76 0:00,46034.00000,14,C,39.10743,-106.914819,,
3602008,0.03,12/31/77 0:00,46405.00000,1,C,39.699873,-106.106365,,
3702035,57.02,12/31/78 0:00,46883.00000,1,C,39.466395,-106.337729,,
3602026,2.32,12/31/85 0:00,49620.00000,3,C,39.586872,-106.104451,,
5202007,15.86,12/31/86 0:00,49689.00000,1.5,C,39.732047,-106.450927,,
5102110,5.53,12/31/90 0:00,51465.00000,3.5,C,40.04744,-105.78793,,
5102105,8.03,12/31/90 0:00,51465.00000,2.5,C,40.052481,-105.752361,,
5102106,0,12/31/90 0:00,51465.00000,1,C,39.999552,-105.825401,,
7202005,7.03,12/31/85 0:00,49620.00000,2.5,C,39.098807,-108.146686,,
7202004,11.05,12/31/85 0:00,49620.00000,2.5,C,39.057916,-108.102082,,
3802028,0,12/31/73 0:00,45118.00000,1,C,39.333291,-106.556014,,
5102030,28.67,12/31/79 0:00,47254.00000,2,C,39.780514,-106.006222,,
5102083,12.96,12/31/90 0:00,51465.00000,3.5,C,39.92912,-105.734829,,
3602022,6.53,12/31/85 0:00,49620.00000,3,C,39.512077,-105.949556,,
3802031,0,12/31/75 0:00,45845.00000,9,C,39.303736,-107.267525,,
3602017,1.16,12/31/77 0:00,46405.00000,2,C,39.649312,-106.097017,,
3702040,4.92,12/31/80 0:00,47558.00000,1,C,39.647077,-106.380528,,
3902005,0.01,12/31/80 0:00,47609.00000,3,C,39.645025,-107.778278,,
3802003,0.77,12/31/75 0:00,45712.00000,2.5,C,39.191089,-106.685669,,
3802003,0.77,12/31/79 0:00,47147.00000,2.5,C,39.191089,-106.685669,,
3602050,0.3,12/31/85 0:00,49620.00000,1.5,C,39.576405,-106.085989,,
3602063,48.37,12/31/85 0:00,49620.00000,1.5,C,39.57602,-106.086081,,
3702025,2.66,12/31/78 0:00,46883.00000,1,C,39.373004,-106.358002,,
5102148,4.11,12/31/16 0:00,60656.00000,2.1,C,39.938948,-106.059838,,
3802033,0,12/31/73 0:00,45118.00000,2,C,39.359181,-106.540827,,
5002000,13.07,12/31/98 0:00,54250.00000,20,C,40.111755,-106.415406,,
5102117,2.25,12/31/08 0:00,57731.00000,1.2,C,39.896328,-106.148536,,
5102011,23.66,12/31/78 0:00,46883.00000,0.5,C,40.302932,-106.06507,,
3802035,3.28,12/31/73 0:00,45118.00000,1,C,39.336062,-106.544183,,
3802011,0,12/31/80 0:00,47558.00000,20,C,39.059005,-107.10424,,
3802034,5.13,12/31/73 0:00,45118.00000,1,C,39.345777,-106.592183,,
5202005,12.3,12/31/86 0:00,49689.00000,2,C,39.76717,-106.48949,,
3802037,0.01,12/31/75 0:00,45845.00000,7,C,39.31375,-107.25988,,
4502001,4.78,12/31/08 0:00,57731.00000,1.1,C,39.358106,-107.950451,,
3802001,0.89,12/31/75 0:00,45712.00000,3,C,39.184068,-106.719724,,
3802001,0.89,12/31/79 0:00,47147.00000,1,C,39.184068,-106.719724,,
5302013,0.01,12/31/85 0:00,49431.00000,2,C,39.560588,-107.300372,,
3702063,1.55,12/31/87 0:00,50313.00000,2.5,C,39.521947,-106.669514,,
3702060,5.57,12/31/85 0:00,49557.00000,1.5,C,39.491708,-106.620485,,
5202010,0,12/31/95 0:00,53270.00000,0.75,C,39.853534,-106.811913,,
5102004,13.46,12/31/78 0:00,46883.00000,1,C,40.191521,-106.076421,,
5102068,277.89,12/31/87 0:00,50313.00000,18,C,40.251897,-105.867814,,
3602029,7.03,12/31/86 0:00,49746.00000,3.5,C,39.605105,-105.942558,,
3602019,6.56,12/31/85 0:00,49620.00000,2,C,39.512831,-105.9478,,
3602006,0,12/31/77 0:00,46405.00000,5,C,39.721621,-106.124959,,
3602023,0.02,12/31/85 0:00,49620.00000,3,C,39.574426,-106.110975,,
3602016,1.16,12/31/77 0:00,46405.00000,3,C,39.649312,-106.097017,,
3902013,0.06,12/31/85 0:00,49557.00000,1,C,39.621299,-108.012215,,
3702014,1.56,12/31/78 0:00,46883.00000,1,C,39.509682,-106.415188,,
3602072,8.13,12/31/85 0:00,49620.00000,1.5,C,39.539154,-106.147687,,
5102066,0.01,7/15/41 0:00,33146.14513,1.18,C,40.293828,-105.84981,,
3602001,0.61,12/31/77 0:00,46405.00000,3,C,39.852205,-106.265897,,
5102072,27.73,12/31/90 0:00,51465.00000,2,C,39.858146,-105.749503,,
5102001,24.26,12/31/78 0:00,46883.00000,2,C,40.308033,-106.061831,,
3702032,57.87,12/31/78 0:00,46883.00000,1,C,39.459899,-106.298805,,
3602009,0,12/31/77 0:00,46405.00000,1,C,39.729025,-106.134442,,
5202002,0.01,12/31/86 0:00,49689.00000,9,C,39.855049,-106.641813,,
5202004,12.3,12/31/86 0:00,49689.00000,6.5,C,39.76717,-106.48949,,
3702053,9.44,12/31/77 0:00,46594.00000,3,C,39.641921,-106.305898,,
7202001,22.8,12/31/86 0:00,49746.00000,16,C,39.240106,-107.966533,,
7202000,47.23,12/31/85 0:00,49557.00000,3,C,39.125693,-107.700389,,
5102080,5.57,12/31/90 0:00,51465.00000,1.5,C,39.981104,-105.937636,,
5102088,0.01,12/31/90 0:00,51465.00000,3,C,39.993659,-105.850505,,
5102087,1.61,12/31/90 0:00,51465.00000,3,C,39.983806,-105.86825,,
5102081,4.14,12/31/90 0:00,51465.00000,1.5,C,39.983498,-105.912202,,
5302000,1.96,12/31/77 0:00,46652.00000,1,C,40.102709,-106.702973,,
3802109,2.66,12/31/87 0:00,50313.00000,1,C,39.347152,-107.166851,,
5002061,8.26,12/31/08 0:00,57731.00000,5,C,40.353868,-106.360041,,
5102101,2.43,12/31/90 0:00,51465.00000,7,C,39.994056,-105.818659,,
5102099,10.5,12/31/90 0:00,51465.00000,3,C,39.948853,-105.764096,,
5102085,15.25,12/31/90 0:00,51465.00000,4,C,39.925879,-105.690942,,
5102102,0,12/31/90 0:00,51465.00000,8,C,39.998117,-105.841069,,
5102100,7.75,12/31/90 0:00,51465.00000,4,C,39.970507,-105.782883,,
5102065,272.56,3/18/15 0:00,23454.23162,0.15,C,40.204599,-105.836612,,
3802008,0,12/31/80 0:00,47558.00000,4,C,39.084973,-107.241923,,
5302028,0.46,12/31/95 0:00,53270.00000,3,C,39.805163,-106.981627,,
5302030,0.29,12/31/03 0:00,55904.00000,1.75,C,39.950917,-106.728573,,
3702051,3.98,12/31/77 0:00,46594.00000,2.5,C,39.640899,-106.396126,,
3702058,8.45,12/31/77 0:00,46594.00000,2,C,39.713942,-106.344179,,
5102060,0.01,12/31/86 0:00,49746.00000,2.5,C,40.057154,-106.276811,,
3702031,58.57,12/31/78 0:00,46883.00000,3,C,39.448073,-106.327907,,
3702033,57.88,12/31/78 0:00,46883.00000,2,C,39.459782,-106.298791,,
3902004,0,12/31/80 0:00,47609.00000,5,C,39.527614,-107.791981,,
7002001,27.87,12/31/95 0:00,53270.00000,3,C,39.511339,-108.462162,,
3802050,57.17,12/31/76 0:00,46034.00000,10,C,39.117875,-106.6966,,
3802039,57.14,12/31/76 0:00,46034.00000,15,C,39.117941,-106.696995,,
3802049,50.91,12/31/76 0:00,46034.00000,32,C,39.145477,-106.78032,,
3802111,25.85,12/31/85 0:00,49620.00000,55,C,39.366669,-107.034495,,
3802112,12.83,12/31/85 0:00,49620.00000,75,C,39.419256,-107.23629,,
5302002,0.15,12/31/77 0:00,46652.00000,10,C,39.902517,-106.731145,,
3802012,0,12/31/80 0:00,47558.00000,6,C,39.023791,-107.052337,,
3702029,0.01,12/31/78 0:00,46883.00000,0.5,C,39.425594,-106.315862,,
5302018,9.2,12/31/89 0:00,50961.00000,4.5,C,39.898993,-107.062169,,
3802010,0,12/31/80 0:00,47558.00000,17,C,39.058969,-107.104239,,
3802042,0.06,12/31/73 0:00,45118.00000,6,C,39.305325,-106.621942,,
5102049,2.74,12/31/85 0:00,49620.00000,1,C,40.252722,-105.877478,,
3602021,7.83,12/31/85 0:00,49620.00000,1.5,C,39.496857,-105.945086,,
5102023,25.51,12/31/79 0:00,47254.00000,10,C,39.802596,-106.03395,,
5102024,6.85,12/31/79 0:00,47254.00000,7,C,39.719682,-106.016159,,
5102025,7.71,12/31/79 0:00,47254.00000,5,C,39.710935,-106.006265,,
5102026,7.79,12/31/79 0:00,47254.00000,4,C,39.710188,-106.005162,,
3702024,60.55,12/31/78 0:00,46883.00000,3,C,39.421556,-106.313637,,
5202008,11.11,12/31/86 0:00,49689.00000,1,C,39.769788,-106.509443,,
3802043,6.41,12/31/75 0:00,45845.00000,5,C,39.237962,-107.308526,,
3702070,5.33,12/31/03 0:00,55904.00000,0.75,C,39.585111,-106.694301,,
5102006,15.56,12/31/78 0:00,46883.00000,0.5,C,40.229629,-106.059689,,
3902014,0.01,12/31/00 0:00,54812.00000,0.7,C,39.568088,-107.94835,,
5302021,0.36,12/31/89 0:00,50961.00000,1.5,C,39.76699,-107.102013,,
5202006,0.02,12/31/86 0:00,49689.00000,4.5,C,39.95475,-106.549933,,
5302015,13.67,12/31/87 0:00,50313.00000,1,C,40.049092,-106.654971,,
5102052,4.34,12/31/85 0:00,49620.00000,0.5,C,39.907836,-106.017768,,
3602012,0.07,12/31/77 0:00,46405.00000,7,C,39.782447,-106.163789,,
5102059,0.01,12/31/86 0:00,49746.00000,1,C,40.099262,-106.185376,,
3602033,2.52,12/31/86 0:00,49746.00000,12,C,39.603839,-106.010583,,
3602039,11.38,12/31/86 0:00,49746.00000,3.5,C,39.597459,-105.875237,,
3802040,0.01,12/31/76 0:00,46034.00000,12,C,39.331848,-106.985919,,
3802040,0.01,12/31/92 0:00,52123.00000,3,C,39.331848,-106.985919,,
3802026,29.78,12/31/76 0:00,46034.00000,12,C,39.330945,-106.986185,,
3802026,29.78,12/31/92 0:00,52123.00000,3,C,39.330945,-106.986185,,
3802025,10.89,12/31/76 0:00,46034.00000,9,C,39.20892,-106.980669,,
3802041,0.02,12/31/76 0:00,46034.00000,5,C,39.368145,-107.066319,,
3702010,13.76,12/31/78 0:00,46883.00000,2,C,39.38479,-106.479808,,
3602015,1.17,12/31/77 0:00,46405.00000,2,C,39.80872,-106.209628,,
5102086,12.2,12/31/90 0:00,51465.00000,3.5,C,39.915454,-105.74856,,
3602007,0.49,12/31/77 0:00,46405.00000,4,C,39.721673,-106.134379,,
3602018,1.16,12/31/77 0:00,46405.00000,3,C,39.649312,-106.097017,,
3702071,4.9,12/31/03 0:00,55904.00000,0.35,C,39.596963,-106.897769,,
3602025,0.21,12/31/85 0:00,49620.00000,0.5,C,39.947544,-106.363116,,
3602027,0,12/31/85 0:00,49620.00000,2,C,39.440698,-106.036296,,
3602014,1.23,12/31/77 0:00,46405.00000,1,C,39.794238,-106.190742,,
3702006,4.06,12/31/80 0:00,47558.00000,1,C,39.609492,-106.646456,,
5102111,5.76,12/31/90 0:00,51465.00000,11,C,39.897373,-105.882348,,
5102112,4.41,12/31/90 0:00,51465.00000,11,C,39.9148,-105.873796,,
5102103,9.58,12/31/90 0:00,51465.00000,6,C,39.852623,-105.909378,,
5102104,0.43,12/31/90 0:00,51465.00000,6,C,39.949655,-105.822422,,
5102091,5.76,12/31/90 0:00,51465.00000,10,C,39.897328,-105.882329,,
3802051,2.2,10/16/33 0:00,30523.19904,3.83,C,39.185942,-106.854385,,
3802052,42.29,10/16/33 0:00,30523.19904,3.54,C,39.214637,-106.849985,,
3802053,40.28,10/16/33 0:00,30523.19904,0.89,C,39.236025,-106.870996,,
5102020,33.49,12/31/79 0:00,47254.00000,2,C,39.778905,-105.928637,,
5102021,33.47,12/31/79 0:00,47254.00000,1,C,39.757067,-105.932966,,
5102050,6.41,12/31/85 0:00,49620.00000,3,C,40.208722,-105.897298,,
3702005,1.31,12/31/80 0:00,47558.00000,1,C,39.609443,-106.492699,,
3602040,2.97,12/31/85 0:00,49620.00000,2.5,C,39.646797,-106.021992,,
5102078,2.58,12/31/90 0:00,51465.00000,2,C,40.071913,-105.856905,,
5102079,6.78,12/31/90 0:00,51465.00000,1.5,C,40.077847,-105.815028,,
5102054,2.13,12/31/85 0:00,49620.00000,3,C,40.246083,-105.871337,,
3602038,0,12/31/86 0:00,49746.00000,6,C,39.546923,-106.037701,,
5302006,0.02,12/31/80 0:00,47609.00000,18,C,39.72141,-107.034946,,
5102107,8.32,12/31/90 0:00,51465.00000,4,C,40.04091,-105.93482,,
5102071,8.49,12/31/90 0:00,51465.00000,0.75,C,40.038505,-105.933734,,
3602032,10.46,12/31/86 0:00,49746.00000,10,C,39.509881,-106.142054,,
5302010,4.68,12/31/77 0:00,46652.00000,3,C,40.141366,-106.662055,,
3802036,3.81,12/31/03 0:00,55904.00000,1.5,C,39.316748,-107.163302,,
3802032,0.68,12/31/03 0:00,55904.00000,12.4,C,39.331774,-107.218894,,
3902006,0.02,12/31/80 0:00,47609.00000,3,C,39.760527,-107.69204,,
3702087,1.74,12/31/15 0:00,60291.00000,1.3,C,39.674141,-106.627474,,
5102077,6.66,12/31/90 0:00,51465.00000,2,C,39.941535,-105.895038,,
5302008,0.01,12/31/77 0:00,46652.00000,4,C,40.036279,-106.78198,,
5102009,21.18,12/31/78 0:00,46883.00000,1,C,40.27924,-106.085224,,
3902012,0.02,12/31/85 0:00,49557.00000,1,C,39.622211,-108.011789,,
5102002,26.36,12/31/78 0:00,46883.00000,1,C,40.317268,-106.04198,,
3702038,0,12/31/78 0:00,46883.00000,7,C,39.511964,-106.370567,,
3702036,2.7,12/31/78 0:00,46883.00000,4,C,39.523577,-106.325644,,
3702020,0.01,12/31/78 0:00,46883.00000,4,C,39.564303,-106.402306,,
5002002,51.47,12/31/11 0:00,58829.00000,1.25,C,40.327978,-106.647817,,
4502008,17.72,12/31/14 0:00,59928.00000,1.4,C,39.340349,-107.473319,,
5002059,20.05,12/31/09 0:00,58101.00000,5.1,C,40.285863,-106.297432,,
5102095,4.98,12/31/90 0:00,51465.00000,6,C,39.865503,-105.820461,,
5102092,4.98,12/31/90 0:00,51465.00000,2.5,C,39.865516,-105.820232,,
5302026,0.79,12/31/96 0:00,53656.00000,5,C,39.599877,-107.190851,,
5302020,3.25,12/31/89 0:00,50961.00000,2.5,C,39.830981,-107.013673,,
5302022,1.34,12/31/95 0:00,53270.00000,0.75,C,39.778823,-107.095823,,
4502002,10.53,12/31/08 0:00,57731.00000,0.6,C,39.318805,-107.96311,,
3702037,2.69,12/31/78 0:00,46883.00000,2,C,39.523351,-106.325663,,
3702045,11.69,12/31/77 0:00,46594.00000,8,C,39.540846,-106.755392,,
3702016,11.21,12/31/78 0:00,46883.00000,4,C,39.468109,-106.50489,,
4502007,24.98,12/31/14 0:00,59928.00000,14.1,C,39.27042,-107.458689,,
3702022,0.72,12/31/78 0:00,46883.00000,1,C,39.588778,-106.443172,,
3702007,2.12,12/31/80 0:00,47558.00000,5,C,39.511542,-106.609896,,
3802079,1.68,12/31/85 0:00,49431.00000,4,C,39.09813,-106.942088,,
3902003,1.01,12/31/80 0:00,47609.00000,1,C,39.637746,-107.773758,,
3802046,0.08,12/31/76 0:00,46034.00000,3,C,39.191119,-107.014462,,
3802047,0.14,12/31/76 0:00,46034.00000,3,C,39.337884,-107.057526,,
3602036,1.81,12/31/86 0:00,49746.00000,7,C,39.500502,-106.164671,,
3602031,1.95,12/31/86 0:00,49746.00000,5,C,39.50039,-106.16702,,
3702011,8.82,12/31/78 0:00,46883.00000,1,C,39.423564,-106.415141,,
5102014,15.93,12/31/79 0:00,47254.00000,32,C,39.896818,-106.092853,,
5102016,21.54,12/31/79 0:00,47254.00000,28,C,39.833535,-106.056186,,
5102027,26,12/31/79 0:00,47254.00000,12,C,39.799874,-106.027801,,
5102028,25.62,12/31/79 0:00,47254.00000,15,C,39.802462,-106.031157,,
5102029,27.41,12/31/79 0:00,47254.00000,9,C,39.788653,-106.021248,,
5102031,28.64,12/31/79 0:00,47254.00000,7,C,39.780774,-106.006558,,
5102032,31.34,12/31/79 0:00,47254.00000,6,C,39.77633,-105.963174,,
5102033,31.28,12/31/79 0:00,47254.00000,5,C,39.776167,-105.964294,,
5102034,33.58,12/31/79 0:00,47254.00000,2,C,39.779477,-105.92703,,
5102035,25.62,12/31/79 0:00,47254.00000,25,C,39.802598,-106.031387,,
5102039,5.74,12/31/79 0:00,47254.00000,57,C,40.000986,-106.180477,,
3602003,0.13,12/31/77 0:00,46405.00000,4,C,39.649167,-106.077852,,
3702008,0.58,12/31/78 0:00,46883.00000,1,C,39.515967,-106.36198,,
5102115,14,12/31/78 0:00,46883.00000,12,C,40.214103,-106.051179,,
5102115,14,12/31/08 0:00,58074.57731,18,C,40.214103,-106.051179,,
5102067,24.26,12/31/78 0:00,46883.00000,5,C,40.309395,-106.063802,,
5102012,11.73,12/31/78 0:00,46883.00000,12,C,40.193332,-106.030472,,
3802048,0,12/31/76 0:00,46034.00000,6,C,39.277038,-106.891445,,
3702030,0.01,12/31/78 0:00,46883.00000,1,C,39.438704,-106.323034,,
3802009,0.03,12/31/80 0:00,47558.00000,8,C,39.068005,-107.177911,,
3803804,1.95,12/31/76 0:00,46034.00000,53,A,39.056519,-106.829752,,
3803805,11.75,12/31/76 0:00,46034.00000,56,A,39.020269,-106.62735,,
3703533,3.66,12/31/76 0:00,46097.00000,12,A,39.451391,-106.773608,,
3703534,3.74,12/31/76 0:00,46097.00000,9,A,39.450427,-106.774536,,
3803808,12.26,12/31/76 0:00,46034.00000,124,A,39.141269,-107.098068,,
3703535,5.01,12/31/76 0:00,46034.00000,147,A,39.565162,-106.53491,,
3703536,0,12/31/76 0:00,46034.00000,9,A,39.557208,-106.525901,,
3703537,13.87,12/31/76 0:00,46034.00000,276,A,39.324154,-106.487417,,
3703538,16.97,12/31/76 0:00,46034.00000,1175,A,39.40635,-106.53501,,
3703593,3.9,12/31/76 0:00,46034.00000,60,A,39.698331,-106.30577,,
3703540,0.75,12/31/76 0:00,46097.00000,22.5,A,39.509777,-106.918216,,
3603573,4.43,12/31/76 0:00,46034.00000,8,A,39.719063,-106.203477,,
3703541,2.76,12/31/76 0:00,46034.00000,1010,A,39.466255,-106.471593,,
3703539,1.66,12/31/76 0:00,46034.00000,143,A,39.372398,-106.501711,,
3703542,1.83,12/31/76 0:00,46034.00000,13,A,39.368934,-106.50051,,
3803810,14.37,12/31/76 0:00,46034.00000,1085,A,39.163566,-107.080155,,
3803811,1.29,12/31/76 0:00,46034.00000,70,A,39.372317,-106.543623,,
3803719,1.54,12/31/76 0:00,46034.00000,8,A,39.290427,-106.629297,,
3703546,3.24,12/31/76 0:00,46097.00000,26,A,39.42031,-106.488472,,
3603574,8.63,12/31/76 0:00,46034.00000,271,A,39.781994,-106.336391,,
3803817,9.71,12/31/76 0:00,46034.00000,8,A,39.189069,-106.58108,,
3703547,2.59,12/31/76 0:00,46034.00000,28,A,39.656244,-106.228606,,
3803922,0.85,12/31/76 0:00,46034.00000,300,A,39.334683,-106.606759,,
3703550,2.26,12/31/76 0:00,46097.00000,84,A,39.407677,-106.498293,,
3803891,39.81,12/31/76 0:00,46034.00000,68,A,39.195168,-106.518108,,
3803761,4.4,12/31/76 0:00,46097.00000,9,A,39.021462,-107.073378,,
3803761,4.4,12/31/80 0:00,47558.00000,119.62,A,39.021462,-107.073378,,
3803824,2.3,12/31/76 0:00,46034.00000,658,A,39.094437,-107.076538,,
3703551,16.11,12/31/76 0:00,46034.00000,25,A,39.640777,-106.208569,,
3803825,3.59,12/31/76 0:00,46034.00000,188,A,39.05045,-106.594451,,
3703552,4.59,12/31/76 0:00,46034.00000,8,A,39.542085,-106.475536,,
5302027,0.79,12/31/96 0:00,53656.00000,5,A,39.601333,-107.191479,,
3703554,3.2,12/31/76 0:00,46097.00000,40,A,39.421131,-106.483049,,
3803831,68.01,12/31/76 0:00,46034.00000,86,A,39.142378,-106.569656,,
3803833,7.8,12/31/76 0:00,46034.00000,27,A,39.381978,-106.559707,,
3703556,10.4,12/31/76 0:00,46034.00000,532,A,39.501104,-106.579986,,
3803836,66.7,12/31/76 0:00,46034.00000,220,A,39.127938,-106.587324,,
3703557,22.2,12/31/76 0:00,46034.00000,56,A,39.437171,-106.807126,,
3603584,8.13,12/31/76 0:00,46097.00000,9,A,39.535914,-106.184974,,
3703558,3,12/31/76 0:00,46034.00000,19,A,39.384358,-106.432577,,
3703560,3,12/31/76 0:00,46034.00000,90,A,39.376087,-106.4296,,
3703561,3,12/31/76 0:00,46034.00000,45,A,39.372471,-106.427991,,
3803952,68.2,12/31/76 0:00,46034.00000,360,A,39.151863,-106.567887,,
3703563,8.66,12/31/76 0:00,46034.00000,11,A,39.514592,-106.528971,,
3803838,39.18,12/31/76 0:00,46034.00000,2,A,39.203872,-106.516767,,
3803839,2.07,12/31/76 0:00,46034.00000,40,A,39.241347,-106.57172,,
3803840,9.48,12/31/76 0:00,46034.00000,308,A,39.364269,-106.523934,,
3703562,8.06,12/31/76 0:00,46034.00000,276,A,39.448413,-106.469281,,
3603585,9.58,12/31/76 0:00,46097.00000,48,A,39.528467,-106.172103,,
3803841,1.61,12/31/76 0:00,46034.00000,150,A,39.308428,-106.515345,,
3603604,6.63,12/31/76 0:00,46034.00000,173,A,39.809802,-106.389047,,
3803762,4.01,12/31/80 0:00,47558.00000,0.14,A,39.027763,-107.063056,,
3803763,4.01,12/31/80 0:00,47558.00000,0.96,A,39.027976,-107.06337,,
3803764,4.01,12/31/80 0:00,47558.00000,0.33,A,39.028535,-107.06332,,
3803765,4,12/31/80 0:00,47558.00000,0.16,A,39.029446,-107.063774,,
3803766,4,12/31/80 0:00,47572.00000,0.1,A,39.029725,-107.064225,,
3803767,4,12/31/80 0:00,47558.00000,1.35,A,39.029535,-107.064959,,
3803768,4,12/31/80 0:00,47558.00000,0.12,A,39.030014,-107.064644,,
3803769,3.81,12/31/80 0:00,47558.00000,0.56,A,39.029705,-107.064719,,
3803770,4,12/31/80 0:00,47558.00000,8.54,A,39.028707,-107.064577,,
3803771,4,12/31/80 0:00,47558.00000,0.54,A,39.028745,-107.067706,,
3803772,3.82,12/31/80 0:00,47558.00000,0.17,A,39.028122,-107.067489,,
3803850,39.75,12/31/76 0:00,46034.00000,22,A,39.19585,-106.517695,,
3703564,2.61,12/31/76 0:00,46034.00000,130,A,39.523046,-106.58373,,
3603605,9,12/31/76 0:00,46034.00000,41,A,39.781712,-106.35529,,
3703565,4.58,12/31/76 0:00,46034.00000,42,A,39.387322,-106.514771,,
3703566,4.78,12/31/76 0:00,46034.00000,32,A,39.391842,-106.515015,,
3703567,4.77,12/31/76 0:00,46034.00000,169,A,39.395583,-106.510846,,
3703568,4.79,12/31/76 0:00,46034.00000,25,A,39.398394,-106.514966,,
3603589,2.87,12/31/76 0:00,46097.00000,15,A,39.424442,-106.109512,,
3603586,2.87,12/31/76 0:00,46097.00000,444,A,39.418238,-106.090334,,
3603587,2.87,12/31/76 0:00,46097.00000,64,A,39.421585,-106.086828,,
3603588,2.87,12/31/76 0:00,46097.00000,288,A,39.421504,-106.104791,,
3803851,3.08,12/31/76 0:00,46034.00000,48,A,39.328657,-106.508311,,
3703569,1,12/31/76 0:00,46097.00000,8.5,A,39.481544,-106.861491,,
3703570,2.25,12/31/76 0:00,46034.00000,25,A,39.414364,-106.497711,,
3703571,2.25,12/31/76 0:00,46034.00000,68,A,39.412856,-106.495373,,
3703572,12.97,12/31/76 0:00,46034.00000,465,A,39.455472,-106.592134,,
3703573,9.1,12/31/76 0:00,46034.00000,1240,A,39.497912,-106.605479,,
3703574,1.75,12/31/76 0:00,46034.00000,14,A,39.352355,-106.484133,,
3703575,1.75,12/31/76 0:00,46034.00000,80,A,39.350622,-106.491228,,
3803857,10.35,12/31/76 0:00,46034.00000,434,A,39.027111,-106.634912,,
3803858,4.11,12/31/76 0:00,46034.00000,55,A,39.146366,-107.056322,,
3803859,4.11,12/31/76 0:00,46034.00000,210,A,39.144723,-107.060567,,
3803860,4.13,12/31/76 0:00,46034.00000,750,A,39.140458,-107.067835,,
3803861,4.41,12/31/76 0:00,46034.00000,170,A,39.148646,-107.071512,,
3703576,4.44,12/31/76 0:00,46034.00000,128,A,39.693536,-106.288588,,
3703577,22.2,12/31/76 0:00,46034.00000,33,A,39.462385,-106.789525,,
3703578,9.3,12/31/76 0:00,46034.00000,24,A,39.519912,-106.567482,,
