WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Latitude,Longitude,Lines
5000768,54.19,12/31/80,47827,18.4,40.361029,-106.632369,14152
5003624,52.41,12/31/80,47827,26397360,40.346619,-106.605395,14152
3803776,52.96,12/31/80,47796,87120,39.1332,-106.758262,14152
5003646,0,12/31/80,47755,7859966.4,40.327045,-106.546106,14152
5102036,226.65,12/31/80,47671,150,40.042798,-106.39755,14152
5102037,242.9,12/31/80,47671,135,40.056248,-106.180205,14152
5102038,257.46,12/31/80,47671,90,40.106987,-105.983874,14152
3603624,1.41,12/31/80,47670,2178000,39.526719,-106.026053,14152
4503590,6.19,12/31/80,47660,4356,39.48919,-107.663986,14152
4503591,6.19,12/31/80,47660,21780,39.489597,-107.662635,14152
3903513,119.23,12/31/80,47650,54450,39.553608,-107.617285,14152
5302006,0.02,12/31/80,47609,18,39.72141,-107.034946,14152
5302007,0.02,12/31/80,47609,14,39.668556,-107.067399,14152
5104700,257.52,12/31/80,47602,200,40.108407,-105.982068,14152
7204096,31.34,12/31/80,47601,87120,39.097703,-108.685202,14152
3803766,4,12/31/80,47572,4356,39.029725,-107.064225,14152
3702002,16.5,12/31/80,47558,20,39.434797,-106.562408,14152
3702012,0.1,12/31/80,47558,130,39.646264,-107.056957,14152
3702041,32.59,12/31/80,47558,35,39.65152,-106.608641,14152
3702059,14.94,12/31/80,47558,45,39.648413,-106.843724,14152
3802006,31.47,12/31/80,47558,45,39.068037,-107.178085,14152
3802007,31.47,12/31/80,47558,35,39.068012,-107.178027,14152
3802010,0,12/31/80,47558,17,39.058969,-107.104239,14152
3802011,0,12/31/80,47558,20,39.059005,-107.10424,14152
3803761,4.4,12/31/80,47558,5210647.2,39.021462,-107.073378,14152
3803762,4.01,12/31/80,47558,6098.4,39.027763,-107.063056,14152
3803763,4.01,12/31/80,47558,41817.6,39.027976,-107.06337,14152
3803764,4.01,12/31/80,47558,14374.8,39.028535,-107.06332,14152
3803765,4,12/31/80,47558,6969.6,39.029446,-107.063774,14152
3803767,4,12/31/80,47558,58806,39.029535,-107.064959,14152
3803768,4,12/31/80,47558,5227.2,39.030014,-107.064644,14152
3803769,3.81,12/31/80,47558,24393.6,39.029705,-107.064719,14152
3803770,4,12/31/80,47558,372002.4,39.028707,-107.064577,14152
3803771,4,12/31/80,47558,23522.4,39.028745,-107.067706,14152
3803772,3.82,12/31/80,47558,7405.2,39.028122,-107.067489,14152
3703718,1.89,12/31/80,47504,174240,39.679613,-106.834619,14152
3803821,0.69,12/31/80,47481.46785,1829520,39.274437,-106.882023,14152
3803775,32.38,12/31/80,47481.46629,43560,39.323741,-106.939262,14152
3703630,9.15,12/31/80,47481.46538,174240,39.650462,-106.934439,14152
5300704,10.27,12/31/80,47481.46173,12,39.93012,-107.069714,14152
4503605,8.32,12/31/80,47481.26297,10890,39.417873,-107.802064,14152
3803746,53.2,12/31/80,47481.14857,971388,39.13193,-106.754655,14152
3803776,52.96,12/31/80,47481.14857,855082.8,39.1332,-106.758262,14152
3703616,0.66,12/31/79,47478,1873080,39.631121,-106.562195,14518
4503655,89.41,12/31/79,47476,923472,39.436414,-108.052021,14518
4503725,89.54,12/31/79,47476,1785960,39.437675,-108.050539,14518
4503726,91.13,12/31/79,47476,431244,39.457001,-108.03371,14518
4503727,90.99,12/31/79,47476,100188,39.45179,-108.031793,14518
3804443,0.52,12/31/79,47474,29185.2,39.499363,-107.314067,14518
3804444,0.52,12/31/79,47474,47044.8,39.498374,-107.314033,14518
3804445,0.52,12/31/79,47474,48351.6,39.49772,-107.314199,14518
3804446,0.52,12/31/79,47474,48351.6,39.496905,-107.314538,14518
3804447,0.52,12/31/79,47474,33541.2,39.496208,-107.314726,14518
3804448,0.52,12/31/79,47474,62726.4,39.495001,-107.314015,14518
5103716,0.97,12/31/79,47450,348480,40.085857,-105.982137,14518
3903921,3.8,12/31/79,47389,217800,39.630104,-107.542139,14518
3803815,12.14,12/31/79,47274,236530.8,39.422036,-107.242896,14518
5102014,15.93,12/31/79,47254,32,39.896818,-106.092853,14518
5102016,21.54,12/31/79,47254,28,39.833535,-106.056186,14518
5102027,26,12/31/79,47254,12,39.799874,-106.027801,14518
5102028,25.62,12/31/79,47254,15,39.802462,-106.031157,14518
5102035,25.62,12/31/79,47254,25,39.802598,-106.031387,14518
5102039,5.74,12/31/79,47254,57,40.000986,-106.180477,14518
3802000,0.01,12/31/79,47147,16,39.196419,-106.820662,14518
3603609,16.67,12/31/79,47116.46933,784.08,39.871533,-106.306923,14518
3603610,16.69,12/31/79,47116.46933,566.28,39.872197,-106.307015,14518
3603611,16.7,12/31/79,47116.46933,566.28,39.872577,-106.307207,14518
3603612,16.71,12/31/79,47116.46933,2700.72,39.872639,-106.306948,14518
3603613,16.72,12/31/79,47116.46933,4181.76,39.872831,-106.306814,14518
3603614,16.76,12/31/79,47116.46933,23958,39.873437,-106.306546,14518
3603615,17.42,12/31/79,47116.46933,2700.72,39.872233,-106.305783,14518
3603616,17.55,12/31/79,47116.46933,566.28,39.871922,-106.305583,14518
3603617,17.86,12/31/79,47116.46933,4181.76,39.870649,-106.305596,14518
7203969,4.78,12/31/79,47116.46917,431244,39.0984,-108.544607,14518
3803943,0.66,12/31/79,47116.46872,87120,39.256001,-106.895902,14518
7203953,5.32,12/31/79,47116.46599,43560,39.119757,-108.046618,14518
7204104,34.79,12/31/79,47116.46571,21780,39.076762,-108.619094,14518
7203967,5.23,12/31/79,47116.4602,169884,39.121683,-108.048459,14518
7203954,5.9,12/31/79,47116.45882,56628,39.116694,-108.046272,14518
7203966,5.24,12/31/79,47116.4529,57063.6,39.11866,-108.050355,14518
5103737,2.21,12/31/79,47116.44559,152460,40.210716,-105.879308,14518
3703608,7.56,12/31/79,47116.32797,1932321.6,39.542781,-106.220878,14518
5003644,6.1,12/31/79,47116.23375,5456325.6,40.25444,-106.556761,14518
5003645,4.5,12/31/79,47116.23375,22519213.2,40.269641,-106.544716,14518
5003646,0,12/31/79,47116.23375,1555527.6,40.327045,-106.546106,14518
5003647,2.94,12/31/79,47116.23375,304920,40.209403,-106.385679,14518
5003651,43.8,12/31/79,47116.23375,5148356.4,40.298254,-106.547344,14518
5003655,2.67,12/31/79,47116.23375,4575978,40.271142,-106.566449,14518
5003648,5.66,12/31/79,47116.2221,2161447.2,40.218145,-106.494023,14518
5003649,5,12/31/79,47116.2221,853776,40.210325,-106.483569,14518
3803863,1.81,12/31/78,47113,217800,39.473955,-107.314905,14883
3703510,6.99,12/31/78,47105,3179880,39.550582,-106.224425,14883
3703608,7.56,12/31/78,47105,15333120,39.542781,-106.220878,14883
3703627,0.41,12/31/78,47086,1655280,39.646104,-106.559835,14883
3703635,34.58,12/31/78,47086,400752,39.644915,-106.578267,14883
3703682,35.54,12/31/78,47086,43560,39.646964,-106.565612,14883
3703683,33.98,12/31/78,47086,26136,39.650453,-106.578756,14883
3703703,33.69,12/31/78,47086,675180,39.651025,-106.582371,14883
3703704,35.11,12/31/78,47086,56628,39.643817,-106.573093,14883
5103730,8.49,12/31/78,47023,358498.8,39.964131,-105.7784,14883
5103713,12.25,12/31/78,46980,615938.4,40.004718,-105.932782,14883
3903931,7.38,12/31/78,46972,43560,39.587115,-107.764122,14883
7203947,2.92,12/31/78,46932,871200,39.230817,-108.846314,14883
4503616,7.67,12/31/78,46901,267022.8,39.507268,-107.4784,14883
4503618,6.47,12/31/78,46901,40075.2,39.508506,-107.491081,14883
3702018,0.02,12/31/78,46883,20,39.570253,-106.406524,14883
3702028,46.57,12/31/78,46883,25,39.570191,-106.406418,14883
3702034,52.2,12/31/78,46883,15,39.507273,-106.378664,14883
3702042,42.78,12/31/78,46883,50,39.608768,-106.449213,14883
3702046,58.57,12/31/78,46883,12,39.448135,-106.327989,14883
5102012,11.73,12/31/78,46883,12,40.193332,-106.030472,14883
5102115,14,12/31/78,46883,12,40.214103,-106.051179,14883
3903942,0,12/31/78,46842,5445,39.569736,-107.662597,14883
7203746,1.18,12/31/78,46751.4669,522720,39.091137,-108.651648,14883
7201334,2.34,12/31/78,46751.46599,11,39.15722,-108.142231,14883
7203936,2.59,12/31/78,46751.46574,37461.6,39.0763,-108.657653,14883
5104700,257.52,12/31/78,46751.46211,100,40.108407,-105.982068,14883
3803711,6.65,12/31/78,46751.46203,2516025.6,39.423334,-106.636389,14883
3903927,109.79,12/31/78,46751.46051,2439360,39.527132,-107.777514,14883
3903935,5.35,12/31/78,46751.45902,46173.6,39.639679,-107.688516,14883
5103740,19.3,12/31/78,46751.4529,196020,39.946927,-105.812376,14883
5003650,10.6,12/31/78,46751.43716,479160,40.106048,-106.526295,14883
7203957,6.58,12/31/78,46751.42485,148122295.2,39.268763,-108.84238,14883
5304015,0.2,12/31/78,46751.38928,7143.84,39.66966,-107.070148,14883
7203951,2.86,12/31/78,46751.25987,10890,39.166871,-108.027041,14883
5103739,19.57,12/31/77,46749,1470585.6,39.944349,-105.809998,15248
7203746,1.18,12/31/77,46690,130680,39.091137,-108.651648,15248
3703594,6.69,12/31/77,46631,239580,39.641023,-106.351331,15248
3703595,7.3,12/31/77,46631,1089000,39.643115,-106.340359,15248
3703598,10.78,12/31/77,46631,121968,39.629812,-106.288193,15248
3703607,0.47,12/31/77,46599,24829.2,39.565753,-106.426805,15248
3702056,0.01,12/31/77,46594,22,39.608804,-106.449249,15248
3702057,2.75,12/31/77,46594,16,39.6327,-106.412495,15248
3702043,11.69,12/31/77,46593,12,39.54088,-106.755544,15248
3703600,37.52,12/31/77,46538,7333265.016,39.637663,-106.532052,15248
7201368,37.59,12/31/77,46538,18,39.067488,-108.592735,15248
3703596,1.42,12/31/77,46506,43560,39.633494,-106.953356,15248
3803820,7.13,12/31/77,46476,95832,39.124209,-106.831792,15248
3803773,3.96,12/31/77,46446,1237539.6,39.412956,-107.083787,15248
4503685,115.29,12/31/77,46386.46386,784080,39.538471,-107.693257,15248
4503686,115.25,12/31/77,46386.46386,609840,39.538703,-107.696292,15248
4503620,0.63,12/31/77,46386.46377,17424,39.481718,-107.880818,15248
4503609,115.37,12/31/77,46386.46358,653400,39.537965,-107.690966,15248
3703614,3.55,12/31/77,46386.46353,261360,39.609743,-106.913959,15248
3703734,3.37,12/31/77,46386.46353,174240,39.612973,-106.913522,15248
3803872,19.56,12/31/77,46386.46202,50673.348,39.177573,-107.241229,15248
3803774,3.67,12/31/77,46386.4596,6969600,39.40882,-107.085279,15248
7203952,27.45,12/31/77,46386.45534,283140,39.263286,-107.89564,15248
3803945,19.56,12/31/77,46386.45471,40946.4,39.177335,-107.24143,15248
4503643,114.64,12/31/77,46386.45014,261360,39.542891,-107.698662,15248
3803996,1.08,12/31/77,46386.44925,11325.6,39.286479,-106.868436,15248
4503641,114.54,12/31/77,46386.44741,914760,39.539365,-107.701527,15248
4503642,114.64,12/31/77,46386.44741,10367280,39.540117,-107.698961,15248
3703603,2.12,12/31/77,46386.43625,149410.8,39.621521,-106.619398,15248
3903936,114.29,12/31/77,46386.38531,20908.8,39.564076,-107.715402,15248
3903937,114.29,12/31/77,46386.38531,34848,39.564072,-107.715576,15248
3803721,21.22,12/31/77,46386.34981,9215553.6,39.422946,-106.655126,15248
3703597,0.47,12/31/77,46386.32963,217800,39.565718,-106.426734,15248
3603606,8.12,12/31/77,46386.18627,4356000,39.539843,-106.143749,15248
3803909,0.78,12/31/76,46294,6098.4,39.197911,-106.839936,15613
3803912,0.79,12/31/76,46294,13503.6,39.196234,-106.836592,15613
3803921,0.21,12/31/76,46294,7405.2,39.204009,-106.84233,15613
3803781,9.62,12/31/76,46216,392040,39.26984,-107.14402,15613
7204093,46.57,12/31/76,46174,43560,39.050266,-108.437855,15613
3603584,8.13,12/31/76,46097,392040,39.535914,-106.184974,15613
3603585,9.58,12/31/76,46097,2090880,39.528467,-106.172103,15613
3603586,2.87,12/31/76,46097,19340640,39.418238,-106.090334,15613
3603587,2.87,12/31/76,46097,2787840,39.421585,-106.086828,15613
3603588,2.87,12/31/76,46097,12545280,39.421504,-106.104791,15613
3603589,2.87,12/31/76,46097,653400,39.424442,-106.109512,15613
3603594,9.58,12/31/76,46097,3049200,39.528467,-106.172103,15613
3703533,3.66,12/31/76,46097,522720,39.451391,-106.773608,15613
3703534,3.74,12/31/76,46097,392040,39.450427,-106.774536,15613
3703540,0.75,12/31/76,46097,980100,39.509777,-106.918216,15613
3703546,3.24,12/31/76,46097,1132560,39.42031,-106.488472,15613
3703550,2.26,12/31/76,46097,3659040,39.407677,-106.498293,15613
3703554,3.2,12/31/76,46097,1742400,39.421131,-106.483049,15613
3703569,1,12/31/76,46097,370260,39.481544,-106.861491,15613
3703590,2,12/31/76,46097,3659040,39.426211,-106.450151,15613
3803761,4.4,12/31/76,46097,392040,39.021462,-107.073378,15613
3803879,2.3,12/31/76,46097,2591820,39.119914,-107.079443,15613
5102040,292.61,12/31/76,46097,696960,40.351132,-105.921511,15613
5102041,291.09,12/31/76,46097,9583200,40.331201,-105.943695,15613
5102042,16.09,12/31/76,46097,1219680,40.021938,-105.681765,15613
5102043,12.89,12/31/76,46097,435600,40.017888,-105.698357,15613
5102044,3.72,12/31/76,46097,67953600,40.076737,-105.661963,15613
5102045,4.3,12/31/76,46097,1524600,40.134056,-105.671404,15613
5102046,295.58,12/31/76,46097,740520,40.380993,-105.93762,15613
5102047,3.22,12/31/76,46097,10541520,40.085594,-105.645907,15613
5102048,4.1,12/31/76,46097,1045440,40.151869,-105.685685,15613
3603555,23.9,12/31/76,46034,3267000,39.780042,-106.257519,15613
3603573,4.43,12/31/76,46034,348480,39.719063,-106.203477,15613
3603574,8.63,12/31/76,46034,11804760,39.781994,-106.336391,15613
3603591,37.34,12/31/76,46034,3049200,39.67406,-106.16653,15613
3603593,10.03,12/31/76,46034,15246000,39.665142,-106.354067,15613
3603604,6.63,12/31/76,46034,7535880,39.809802,-106.389047,15613
3603605,9,12/31/76,46034,1785960,39.781712,-106.35529,15613
3603638,10.03,12/31/76,46034,14636160,39.658946,-106.260977,15613
3703535,5.01,12/31/76,46034,6403320,39.565162,-106.53491,15613
3703536,0,12/31/76,46034,392040,39.557208,-106.525901,15613
3703537,13.87,12/31/76,46034,12022560,39.324154,-106.487417,15613
3703538,16.97,12/31/76,46034,51183000,39.40635,-106.53501,15613
3703539,1.66,12/31/76,46034,6229080,39.372398,-106.501711,15613
3703541,2.76,12/31/76,46034,43995600,39.466255,-106.471593,15613
3703542,1.83,12/31/76,46034,566280,39.368934,-106.50051,15613
3703547,2.59,12/31/76,46034,1219680,39.656244,-106.228606,15613
3703551,16.11,12/31/76,46034,1089000,39.640777,-106.208569,15613
3703552,4.59,12/31/76,46034,348480,39.542085,-106.475536,15613
3703556,10.4,12/31/76,46034,23173920,39.501104,-106.579986,15613
3703557,22.2,12/31/76,46034,2439360,39.437171,-106.807126,15613
3703558,3,12/31/76,46034,827640,39.384358,-106.432577,15613
3703560,3,12/31/76,46034,3920400,39.376087,-106.4296,15613
3703561,3,12/31/76,46034,1960200,39.372471,-106.427991,15613
3703562,8.06,12/31/76,46034,12022560,39.448413,-106.469281,15613
3703563,8.66,12/31/76,46034,479160,39.514592,-106.528971,15613
3703564,2.61,12/31/76,46034,5662800,39.523046,-106.58373,15613
3703565,4.58,12/31/76,46034,1829520,39.387322,-106.514771,15613
3703566,4.78,12/31/76,46034,1393920,39.391842,-106.515015,15613
3703567,4.77,12/31/76,46034,7361640,39.395583,-106.510846,15613
3703568,4.79,12/31/76,46034,1089000,39.398394,-106.514966,15613
3703570,2.25,12/31/76,46034,1089000,39.414364,-106.497711,15613
3703571,2.25,12/31/76,46034,2962080,39.412856,-106.495373,15613
3703572,12.97,12/31/76,46034,20255400,39.455472,-106.592134,15613
3703573,9.1,12/31/76,46034,54014400,39.497912,-106.605479,15613
3703574,1.75,12/31/76,46034,609840,39.352355,-106.484133,15613
3703575,1.75,12/31/76,46034,3484800,39.350622,-106.491228,15613
3703576,4.44,12/31/76,46034,5575680,39.693536,-106.288588,15613
3703577,22.2,12/31/76,46034,1437480,39.462385,-106.789525,15613
3703578,9.3,12/31/76,46034,1045440,39.519912,-106.567482,15613
3703579,4,12/31/76,46034,1568160,39.448134,-106.876176,15613
3703581,3.75,12/31/76,46034,653400,39.431489,-106.487179,15613
3703582,4.5,12/31/76,46034,784080,39.436295,-106.480768,15613
3703583,4.62,12/31/76,46034,1655280,39.441113,-106.44587,15613
3703584,5.22,12/31/76,46034,2744280,39.44232,-106.486659,15613
3703585,19.1,12/31/76,46034,1960200,39.454173,-106.900159,15613
3703587,8.4,12/31/76,46034,67430880,39.449866,-106.474954,15613
3703588,9.2,12/31/76,46034,2962080,39.508978,-106.532977,15613
3703593,3.9,12/31/76,46034,2613600,39.698331,-106.30577,15613
3802015,0.03,12/31/76,46034,12,39.204955,-106.833054,15613
3802026,29.78,12/31/76,46034,12,39.330945,-106.986185,15613
3802027,9.39,12/31/76,46034,14,39.10743,-106.914819,15613
3802039,57.14,12/31/76,46034,15,39.117941,-106.696995,15613
3802040,0.01,12/31/76,46034,12,39.331848,-106.985919,15613
3802049,50.91,12/31/76,46034,32,39.145477,-106.78032,15613
3803719,1.54,12/31/76,46034,348480,39.290427,-106.629297,15613
3803782,9.63,12/31/76,46034,3833280,39.269773,-107.140807,15613
3803783,9.4,12/31/76,46034,8015040,39.27297,-107.143814,15613
3803804,1.95,12/31/76,46034,2308680,39.056519,-106.829752,15613
3803805,11.75,12/31/76,46034,2439360,39.020269,-106.62735,15613
3803808,12.26,12/31/76,46034,5401440,39.141269,-107.098068,15613
3803810,14.37,12/31/76,46034,47262600,39.163566,-107.080155,15613
3803811,1.29,12/31/76,46034,3049200,39.372317,-106.543623,15613
3803817,9.71,12/31/76,46034,348480,39.189069,-106.58108,15613
3803824,2.3,12/31/76,46034,28662480,39.094437,-107.076538,15613
3803825,3.59,12/31/76,46034,8189280,39.05045,-106.594451,15613
3803831,68.01,12/31/76,46034,3746160,39.142378,-106.569656,15613
3803833,7.8,12/31/76,46034,1176120,39.381978,-106.559707,15613
3803836,66.7,12/31/76,46034,9583200,39.127938,-106.587324,15613
3803838,39.18,12/31/76,46034,87120,39.203872,-106.516767,15613
3803839,2.07,12/31/76,46034,1742400,39.241347,-106.57172,15613
3803840,9.48,12/31/76,46034,13416480,39.364269,-106.523934,15613
3803841,1.61,12/31/76,46034,6534000,39.308428,-106.515345,15613
3803850,39.75,12/31/76,46034,958320,39.19585,-106.517695,15613
3803851,3.08,12/31/76,46034,2090880,39.328657,-106.508311,15613
3803857,10.35,12/31/76,46034,18905040,39.027111,-106.634912,15613
3803858,4.11,12/31/76,46034,2395800,39.146366,-107.056322,15613
3803859,4.11,12/31/76,46034,9147600,39.144723,-107.060567,15613
3803860,4.13,12/31/76,46034,32670000,39.140458,-107.067835,15613
3803861,4.41,12/31/76,46034,7405200,39.148646,-107.071512,15613
3803868,1.63,12/31/76,46034,9321840,39.249136,-106.64957,15613
3803869,2.93,12/31/76,46034,1785960,39.157253,-106.61783,15613
3803870,3.02,12/31/76,46034,15246000,39.323401,-106.585203,15613
3803875,19.34,12/31/76,46034,89298000,39.117602,-107.033405,15613
3803885,2.06,12/31/76,46034,3267000,39.06246,-106.657155,15613
3803888,1.33,12/31/76,46034,4399560,39.048713,-106.637167,15613
3803891,39.81,12/31/76,46034,2962080,39.195168,-106.518108,15613
3803892,2.98,12/31/76,46034,958320,39.230986,-106.568975,15613
3803893,9.92,12/31/76,46034,3397680,39.359545,-106.520001,15613
3803894,13.19,12/31/76,46034,2395800,39.409428,-106.551898,15613
3803896,55.54,12/31/76,46034,4704480,39.115536,-106.72089,15613
3803899,13.08,12/31/76,46034,2526480,39.222577,-107.122762,15613
3803900,7.4,12/31/76,46034,18295200,39.109997,-106.96197,15613
3803903,5.93,12/31/76,46034,2613600,38.999223,-107.134491,15613
3803904,5.94,12/31/76,46034,1742400,39.013625,-107.123386,15613
3803905,5.1,12/31/76,46034,609840,39.016367,-107.130628,15613
3803906,4.15,12/31/76,46034,1263240,39.022598,-107.136258,15613
3803922,0.85,12/31/76,46034,13068000,39.334683,-106.606759,15613
3803952,68.2,12/31/76,46034,15681600,39.151863,-106.567887,15613
3803837,50.23,12/31/76,46020.45836,184694.4,39.144671,-106.806316,15613
7204072,18.25,12/31/76,46020.45807,217800,39.172159,-108.85319,15613
4503611,3.18,12/31/76,46020.45775,20037.6,39.381918,-107.636353,15613
4503612,2.7,12/31/76,46020.45775,30056.4,39.387504,-107.631714,15613
4503613,3.03,12/31/76,46020.45775,106722,39.386524,-107.638389,15613
4503614,2.2,12/31/76,46020.45775,21344.4,39.395446,-107.637403,15613
4503627,6,12/31/76,46020.45581,173804.4,39.459042,-107.804223,15613
3803854,3.72,12/31/76,46020.45578,43560,39.442864,-107.336103,15613
3803913,0.54,12/31/76,46020.45471,9147.6,39.199669,-106.837063,15613
3803916,0.78,12/31/76,46020.45471,10454.4,39.197911,-106.839936,15613
3803920,0.61,12/31/76,46020.45471,6969.6,39.199008,-106.840659,15613
3803953,0.61,12/31/76,46020.45471,12632.4,39.199008,-106.840659,15613
3701086,0.95,12/31/76,46020.4479,15,39.612137,-106.487084,15613
3703601,0.6,12/31/76,46020.4479,226076.4,39.616404,-106.484542,15613
5103726,2.98,12/31/76,46020.44375,348480,40.094369,-105.933355,15613
3803907,0.79,12/31/76,46020.44192,277912.8,39.196234,-106.836592,15613
3803908,0.29,12/31/76,46020.44192,3484.8,39.200872,-106.840708,15613
3803910,0.21,12/31/76,46020.44192,25264.8,39.204009,-106.84233,15613
3803911,0.28,12/31/76,46020.44192,12632.4,39.202521,-106.840957,15613
3803914,0.2,12/31/76,46020.44192,10018.8,39.205005,-106.843734,15613
3803915,0.2,12/31/76,46020.44192,26571.6,39.205005,-106.843734,15613
3803917,0.29,12/31/76,46020.44192,3920.4,39.200872,-106.840708,15613
3803918,0.61,12/31/76,46020.44192,6098.4,39.198797,-106.838573,15613
3803919,0.62,12/31/76,46020.44192,3049.2,39.198521,-106.839569,15613
5103725,2.96,12/31/76,46020.43584,217800,40.093741,-105.938,15613
5103732,5.64,12/31/76,46020.42575,7405200,39.976196,-105.936812,15613
5103724,4,12/31/76,46020.37924,130680,40.093908,-105.930094,15613
5203960,4.09,12/31/76,46020.29371,130680,39.823194,-106.602203,15613
3801360,14.41,12/31/75,45950,300,39.363645,-106.818499,15979
3803940,13.75,12/31/75,45950,130680,39.365461,-106.824524,15979
5104047,283.81,12/31/75,45943,1698840,40.294228,-105.857889,15979
7204057,45.94,12/31/75,45934,43560,39.05421,-108.450537,15979
5304017,2.23,12/31/75,45863,119790,39.954951,-106.764289,15979
3802116,0.03,12/31/75,45845,22,39.247181,-107.23408,15979
3702048,5,12/31/75,45776,12,39.565277,-106.534857,15979
3802114,0,12/31/75,45776,100,39.419061,-107.236093,15979
3802115,14.01,12/31/75,45776,80,39.246014,-107.23394,15979
3802000,0.01,12/31/75,45712,14,39.196419,-106.820662,15979
3802029,8.16,12/31/75,45712,11,39.1995,-106.694069,15979
4503603,7.59,12/31/75,45655.44852,43560000,39.523997,-107.433779,15979
3803823,6.7,12/31/75,45655.44194,65340,39.3801,-106.932328,15979
5104038,282.27,12/31/75,45655.43802,130680,40.285697,-105.856039,15979
4503606,0,12/31/75,45655.43601,209088,39.433472,-107.912843,15979
3801661,4.13,12/31/75,45655.38866,15,39.252716,-106.83562,15979
4503603,7.59,12/31/75,45655.38613,8973360,39.523997,-107.433779,15979
7204063,3.26,12/31/75,45655.21635,174240,39.191655,-108.729834,15979
3803779,6.61,12/31/74,45593,17424000,39.079297,-106.617239,16344
3803780,61.69,12/31/74,45593,4356000,39.126181,-106.620278,16344
3803865,61.89,12/31/74,45593,217800,39.118997,-106.623664,16344
4503604,1.65,12/31/74,45581,8712,39.50644,-107.764233,16344
4503607,4.58,12/31/74,45581,4356,39.489013,-107.755287,16344
4503610,4.01,12/31/74,45581,4356,39.493912,-107.75576,16344
4503619,1.92,12/31/74,45581,8712,39.485094,-107.791549,16344
4503621,6.27,12/31/74,45581,8712,39.442065,-107.776899,16344
4503625,4.66,12/31/74,45581,13068,39.466213,-107.787484,16344
4503626,4.57,12/31/74,45581,21780,39.491043,-107.752196,16344
3903953,1.4,12/31/74,45558,104544,39.578426,-107.372886,16344
3603592,0.32,12/31/74,45512,261360,39.845532,-106.228587,16344
7204078,3.35,12/31/74,45420,1089000,39.311582,-107.847472,16344
3703816,12.12,12/31/72,45410,217800,39.509824,-106.918518,17074
3703818,3.5,12/31/72,45410,4356,39.742838,-106.610015,17074
3703820,2.16,12/31/72,45410,21780,39.658839,-106.510312,17074
3703821,2.7,12/31/72,45410,435600,39.464176,-106.880254,17074
3703849,5.62,12/31/72,45410,8712,39.750306,-106.599007,17074
3703854,4.2,12/31/72,45410,21780,39.590719,-106.544303,17074
3703860,16.34,12/31/72,45410,217800,39.481501,-106.861292,17074
3703865,4.59,12/31/72,45410,4356,39.434819,-106.838054,17074
3703866,4.43,12/31/72,45410,4356,39.434621,-106.856186,17074
3703867,4.1,12/31/72,45410,4356,39.77231,-106.625413,17074
3703870,2.6,12/31/72,45410,4356,39.541028,-106.866139,17074
3703872,8.4,12/31/72,45410,4356,39.563172,-106.806356,17074
3703876,14.67,12/31/72,45410,435600,39.482359,-106.90534,17074
3903568,8.93,12/31/72,45410,8712,39.680268,-107.463155,17074
3903569,8.32,12/31/72,45410,4356,39.685023,-107.368219,17074
3903570,7,12/31/72,45410,8712,39.67509,-107.456025,17074
3903574,12.5,12/31/72,45410,4356,39.769075,-107.465493,17074
5003678,4.58,12/31/72,45410,4356,40.317385,-106.427641,17074
5203986,13.19,12/31/72,45410,43560,39.840944,-106.420433,17074
5203993,18.71,12/31/72,45410,4356,39.708809,-106.422247,17074
5204001,13.05,12/31/72,45410,4356,39.747449,-106.489564,17074
5204004,13.05,12/31/72,45410,8712,39.747449,-106.489564,17074
5204015,148.7,12/31/72,45410,4356,39.584469,-107.160196,17074
5303523,2.49,12/31/72,45410,8712,39.605221,-107.243463,17074
5303527,14.57,12/31/72,45410,4356,39.742397,-107.277336,17074
5303531,29.55,12/31/72,45410,13068,40.022827,-107.01623,17074
5303534,19.71,12/31/72,45410,348480,40.101818,-106.594187,17074
5303535,4.11,12/31/72,45410,8712,39.614281,-107.272509,17074
5303540,8.78,12/31/72,45410,43560,40.08505,-106.718172,17074
5303541,9.82,12/31/72,45410,8712,40.003953,-106.672438,17074
5303542,5.12,12/31/72,45410,1089000,40.107467,-106.68019,17074
5303544,7.86,12/31/72,45410,8712,40.092704,-106.727504,17074
5303545,8.18,12/31/72,45410,8712,40.04738,-106.598193,17074
5303552,4.47,12/31/72,45410,8712,40.048148,-106.748056,17074
5303553,11.42,12/31/72,45410,8712,40.036685,-106.699852,17074
5303554,1.19,12/31/72,45410,8712,40.052582,-106.617728,17074
5303555,3.29,12/31/72,45410,4356,39.97007,-107.029059,17074
5303557,15.19,12/31/72,45410,8712,40.043787,-106.638997,17074
5303558,5.72,12/31/72,45410,8712,40.059087,-106.743119,17074
5303559,5.71,12/31/72,45410,8712,40.055411,-106.743121,17074
5303560,10.61,12/31/72,45410,8712,40.069621,-106.698969,17074
5303561,10.79,12/31/72,45410,8712,40.055132,-106.723526,17074
5303563,13.59,12/31/72,45410,8712,40.054885,-106.689587,17074
5303564,13.59,12/31/72,45410,8712,40.054855,-106.684839,17074
5303566,11.42,12/31/72,45410,8712,40.036166,-106.698903,17074
7203575,24.52,12/31/72,45410,21780,39.238268,-107.685746,17074
7203578,6.03,12/31/72,45410,21780,39.238279,-107.569773,17074
7203581,7.74,12/31/72,45410,21780,39.366128,-107.811298,17074
7203621,24.74,12/31/72,45410,21780,39.255959,-107.675304,17074
