WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Latitude,Longitude,Lines
7203637,8.48,12/31/72,45410,21780,39.379311,-107.825234,17074
7203638,7.74,12/31/72,45410,21780,39.370355,-107.815506,17074
7203682,1.66,12/31/72,45410,21780,39.242631,-107.605977,17074
7203685,7.4,12/31/72,45410,21780,39.367684,-107.85307,17074
4503685,115.29,12/31/74,45380,261360,39.538471,-107.693257,16344
4503686,115.25,12/31/74,45380,261360,39.538703,-107.696292,16344
7204083,4.89,12/31/74,45290.4526,435600,39.126906,-108.045938,16344
3600709,3.57,12/31/74,45290.45144,36.62,40.012803,-106.383593,16344
3804010,36.16,12/31/74,45290.45025,152460,39.034194,-107.057836,16344
3803826,8.03,12/31/74,45290.44742,33671.88,39.242406,-106.990892,16344
3804023,8.2,12/31/74,45290.44742,36938.88,39.238623,-106.991885,16344
3804024,8.59,12/31/74,45290.44742,4573.8,39.232623,-106.990789,16344
3804025,8.03,12/31/74,45290.44742,12414.6,39.239008,-106.99908,16344
3804026,8.32,12/31/74,45290.44742,9147.6,39.238044,-106.996411,16344
3804027,8.32,12/31/74,45290.44742,6011.28,39.238107,-106.996079,16344
3804028,8.32,12/31/74,45290.44742,5488.56,39.237917,-106.996314,16344
3804029,8.32,12/31/74,45290.44742,102322.44,39.235433,-107.009155,16344
3804030,8.32,12/31/74,45290.44742,10018.8,39.23553,-107.027736,16344
3804031,8.32,12/31/74,45290.44742,7056.72,39.235549,-107.032374,16344
3804032,8.03,12/31/74,45290.44742,34499.52,39.245119,-107.028321,16344
3903954,8.42,12/31/74,45290.44299,740520,39.689173,-107.667821,16344
5104039,255.84,12/31/74,45290.43341,129808.8,40.098499,-106.005086,16344
7204067,32.22,12/31/74,45290.42861,871.2,39.098313,-108.666368,16344
7204090,45.81,12/31/74,45290.41637,100188,39.054291,-108.454859,16344
7203971,45.54,12/31/74,45290.40907,60984,39.053188,-108.458777,16344
7203970,45.82,12/31/74,45290.3835,21780,39.052253,-108.45411,16344
5104048,1.29,12/31/74,45290.37805,392040,39.94119,-105.833002,16344
5104049,1.33,12/31/74,45290.37805,357192,39.940142,-105.834012,16344
3603582,0.62,12/31/74,45290.36645,43560,39.992972,-106.383983,16344
3603581,0.51,12/31/74,45290.36436,52272,39.994246,-106.382672,16344
3603580,0.46,12/31/74,45290.3635,100188,39.994817,-106.382273,16344
3603579,0.18,12/31/74,45290.3628,178596,39.998621,-106.38165,16344
3603575,18.41,12/31/74,45290.35239,185130000,39.415302,-106.172546,16344
7204059,17.19,12/31/74,45290.31197,304920,39.270556,-107.748678,16344
4503615,3.68,12/31/74,45290.21549,108900,39.436282,-108.004222,16344
5203971,8.94,12/31/74,45290.18263,435600,39.879696,-106.472572,16344
5203972,9.8,12/31/74,45290.18263,71874,39.869951,-106.475508,16344
5203973,10.11,12/31/74,45290.18263,50529.6,39.865282,-106.477092,16344
5203974,9.79,12/31/74,45290.18263,43560,39.872467,-106.485605,16344
5203975,9.61,12/31/74,45290.18263,52272,39.872813,-106.474329,16344
5003677,7.74,12/31/72,45290,4356,40.308837,-106.420094,17074
3803848,1.44,12/31/73,45230,21780,39.344781,-107.059766,16709
3802020,23.52,12/31/73,45118,200,39.344221,-106.672285,16709
3802044,28.33,12/31/73,45118,12,39.305587,-106.621855,16709
3802077,0.01,12/31/73,45118,110,39.366766,-107.034103,16709
3801766,4.4,12/31/73,45045,39,39.087974,-106.646816,16709
3803898,37.86,12/31/73,45018,43560,39.265246,-106.886708,16709
4503609,115.37,12/31/73,45014,217800,39.537965,-107.690966,16709
3803881,0.08,12/31/73,44925.44833,217800,39.249065,-107.235231,16709
3803947,0.04,12/31/73,44925.44833,39204,39.247387,-107.234255,16709
7204069,34.64,12/31/73,44925.44741,87120,39.08253,-108.628162,16709
5304019,7.86,12/31/73,44925.44528,35980.56,39.984665,-106.673957,16709
7204091,8.89,12/31/73,44925.44345,25264.8,39.070083,-108.136661,16709
3803968,35.7,12/31/73,44925.43645,19166.4,39.288711,-106.906737,16709
3803969,35.68,12/31/73,44925.43645,12196.8,39.288926,-106.907215,16709
3703543,9.3,12/31/73,44925.43607,47916,39.643343,-106.307697,16709
5003652,0,12/31/73,44925.43464,696960,40.325128,-106.560492,16709
5003653,0,12/31/73,44925.43464,1001880,40.326015,-106.561714,16709
3803901,15.9,12/31/73,44925.4328,130680,39.403709,-107.18808,16709
5304014,3.18,12/31/73,44925.42885,784080,39.879998,-106.95478,16709
3703591,15.81,12/31/73,44925.42542,86248.8,39.495031,-106.866491,16709
3803866,3.29,12/31/73,44925.42508,32670,39.167606,-106.849527,16709
7204079,49.47,12/31/73,44925.41332,191990.7,39.080142,-108.401262,16709
3603583,42.74,12/31/73,44925.41272,653400,39.645288,-106.064705,16709
7204086,3.84,12/31/73,44925.40237,1023660,39.14262,-108.051063,16709
5203967,216.2,12/31/73,44925.39993,32670,39.972311,-106.515705,16709
4503623,5.42,12/31/73,44925.39659,110381.04,39.494194,-107.405797,16709
4500793,3.35,12/31/73,44925.36159,16.6,39.487068,-107.831368,16709
3803814,12.06,12/31/73,44925.35367,224334,39.421179,-107.244589,16709
3803815,12.14,12/31/73,44925.35367,184694.4,39.422036,-107.242896,16709
5203959,4.06,12/31/73,44925.29371,1626617.52,39.822263,-106.603912,16709
5203961,4.09,12/31/73,44925.29371,109379.16,39.823534,-106.60172,16709
5203962,4.09,12/31/73,44925.29371,99708.84,39.823925,-106.601402,16709
5203963,4.1,12/31/73,44925.29371,217800,39.825711,-106.599329,16709
5203964,4.57,12/31/73,44925.29371,136734.84,39.825819,-106.586174,16709
7204094,3.14,12/31/73,44925.19509,10890,39.591738,-108.852397,16709
3803950,40.09,12/31/72,44925,39.204,39.247148,-106.858258,17074
3803846,7.34,12/31/72,44790,14374.8,39.331642,-107.210329,17074
3803975,7.33,12/31/72,44790,27007.2,39.331511,-107.209618,17074
3803976,7.32,12/31/72,44790,7405.2,39.332525,-107.209394,17074
3703604,3,12/31/72,44712,152460,39.590761,-106.590769,17074
3703605,3.02,12/31/72,44712,152460,39.589968,-106.590145,17074
3703606,2.5,12/31/72,44712,256132.8,39.592884,-106.597583,17074
7203960,3.64,4/13/72,44681,312760.8,39.111874,-108.569551,17336
5304013,2.86,12/31/72,44559.44315,261360,39.881542,-106.949772,17074
3803895,1.44,12/31/72,44559.44248,844192.8,39.322996,-107.033311,17074
5003654,9.51,12/31/72,44559.43736,174240,40.104952,-106.515481,17074
5304023,3.47,12/31/72,44559.42885,21780,39.88348,-106.959837,17074
5304024,3.45,12/31/72,44559.42885,34848,39.883901,-106.95944,17074
5304025,3.35,12/31/72,44559.42885,43560,39.883483,-106.958048,17074
5304026,3.27,12/31/72,44559.42885,21780,39.883298,-106.956745,17074
3603595,64.43,12/31/72,44559.4266,182952,39.388994,-106.048843,17074
3803873,0.34,12/31/72,44559.42129,43560,39.294126,-106.911711,17074
5303995,25.29,12/31/72,44559.42035,8511624,40.018428,-106.9404,17074
4503608,2.92,12/31/72,44559.41492,10890,39.447086,-107.619051,17074
3903922,6.59,12/31/72,44559.41057,43560,39.679024,-107.637681,17074
3903923,6.59,12/31/72,44559.41057,43560,39.678697,-107.637794,17074
3603578,0.45,12/31/72,44559.37499,1513013.04,39.997039,-106.386379,17074
5104040,3.9,12/31/72,44559.33769,622908,40.082589,-105.929205,17074
5104041,4,12/31/72,44559.33769,169448.4,40.082702,-105.927051,17074
5104042,4.2,12/31/72,44559.33769,194713.2,40.082318,-105.92537,17074
5104043,4.26,12/31/72,44559.33769,213008.4,40.082238,-105.923505,17074
7204084,5.24,12/31/72,44559.31197,392040,39.117083,-108.052848,17074
3803849,4,12/31/72,44559.30132,10018.8,39.028236,-107.064596,17074
3804035,4,12/31/72,44559.30132,51400.8,39.027958,-107.064507,17074
3804036,4,12/31/72,44559.30132,6098.4,39.027817,-107.064353,17074
3804037,4,12/31/72,44559.30132,41817.6,39.027718,-107.064327,17074
3804038,4,12/31/72,44559.30132,14374.8,39.027376,-107.063277,17074
3804039,4,12/31/72,44559.30132,6969.6,39.027953,-107.063248,17074
3804040,4,12/31/72,44559.30132,4356,39.028362,-107.063595,17074
3804041,4,12/31/72,44559.30132,58806,39.028523,-107.063611,17074
3804042,4,12/31/72,44559.30132,5227.2,39.02959,-107.063908,17074
3804043,4,12/31/72,44559.30132,24393.6,39.029603,-107.06422,17074
3804044,4,12/31/72,44559.30132,372002.4,39.029743,-107.064467,17074
3804045,4,12/31/72,44559.30132,29620.8,39.029186,-107.064358,17074
3804046,4,12/31/72,44559.30132,10890,39.028135,-107.064189,17074
3804047,4,12/31/72,44559.30132,30927.6,39.03069,-107.065903,17074
3804048,4,12/31/72,44559.30132,310147.2,39.028136,-107.062606,17074
3804058,4,12/31/72,44559.30132,23522.4,39.029861,-107.065914,17074
3804059,4,12/31/72,44559.30132,7405.2,39.030265,-107.065995,17074
3804062,35.92,12/31/72,44559.30132,5213696.4,39.022005,-107.072454,17074
3803955,5.3,12/31/72,44559.24307,3136320,39.494936,-107.050162,17074
3903938,108.83,12/31/72,44559.23375,387684,39.534641,-107.79758,17074
4503648,3.47,12/31/72,44559.1309,43560,39.440713,-107.619915,17074
5303565,2.85,12/31/72,44559,13068,39.624186,-107.228427,17074
5304004,4.11,12/31/71,44194.43281,3598056,39.944945,-106.813937,17440
7200746,2.54,12/31/71,44194.43247,100,39.199932,-107.820726,17440
5104007,5.59,12/31/71,44194.41467,103237.2,40.200773,-105.89467,17440
5104008,5.5,12/31/71,44194.41467,49658.4,40.199894,-105.894223,17440
3903949,4.87,12/31/71,44194.3488,79714.8,39.640877,-107.534193,17440
3903950,4.75,12/31/71,44194.3488,220413.6,39.640145,-107.534898,17440
5200662,11.1,12/31/71,44194.34649,20.8,39.501945,-107.036944,17440
3603596,0.82,12/31/71,44194.3068,733114.8,39.568911,-106.0897,17440
7203653,30.28,12/31/72,44194,21780,39.206894,-107.663355,17074
3803759,3.17,12/31/70,43829.4337,49658400,39.243091,-106.950427,17805
7201080,73.53,12/31/70,43829.42792,12.4,39.300888,-108.235398,17805
3903943,11.68,12/31/70,43829.42717,1346004,39.540121,-108.12243,17805
4500861,76.68,12/31/70,43829.36889,12.5,39.331377,-108.204942,17805
4500969,82.62,12/31/70,43829.36889,25,39.382585,-108.129986,17805
3803786,13.53,12/31/70,43829.34649,4356000,39.485536,-107.061548,17805
3803936,0,12/31/70,43829.22035,21780,39.368266,-107.039842,17805
5103688,4.94,12/31/70,43829.22015,13598125.2,40.111752,-106.21149,17805
7203601,3.38,12/31/72,43829,4356,39.313091,-107.871785,17074
7203608,25.28,12/31/72,43829,26136,39.264074,-107.664488,17074
7203610,25.28,12/31/72,43829,21780,39.264006,-107.66451,17074
7203611,25.99,12/31/72,43829,30492,39.259679,-107.650993,17074
7203613,27.7,12/31/72,43829,43560,39.254196,-107.634976,17074
7203614,27.23,12/31/72,43829,108900,39.242511,-107.643618,17074
7203615,2.18,12/31/72,43829,43560,39.260695,-107.637913,17074
7203622,25.99,12/31/72,43829,21780,39.262387,-107.652021,17074
7203643,25.55,12/31/72,43829,65340,39.253623,-107.660711,17074
7203666,27.41,12/31/72,43829,43560,39.253367,-107.637513,17074
7203699,27.41,12/31/72,43829,43560,39.260714,-107.638045,17074
5104037,7.42,12/31/69,43622.38929,261360,40.165012,-105.996943,18170
5104006,2.28,5/31/72,43621.43338,5445000,39.968399,-106.206731,17288
5103742,257.47,5/31/72,43621.42906,19384200,40.108449,-105.983065,17288
5104700,257.52,5/31/72,43621.42906,300,40.108407,-105.982068,17288
5104007,5.59,5/31/72,43621.41467,103237.2,40.200773,-105.89467,17288
5104008,5.5,5/31/72,43621.41467,49658.4,40.199894,-105.894223,17288
5203994,6.47,12/31/72,43464,4356,39.8186,-106.562999,17074
5203996,4.62,12/31/72,43464,4356,39.83024,-106.570698,17074
7203624,1.88,12/31/72,43464,43560,39.17291,-107.649314,17074
7203688,1.88,12/31/72,43464,43560,39.168824,-107.651634,17074
3703544,0.19,5/31/72,43403,2613600,39.449735,-106.332296,17288
3603599,0.94,5/31/72,43234,1094401.44,39.473441,-106.058321,17288
3703878,1.84,12/31/72,43098,21780,39.643561,-106.455054,17074
5204002,206.39,12/31/72,43098,4356,39.871138,-106.593161,17074
5204005,204.34,12/31/72,43098,4356,39.859309,-106.603609,17074
5204012,205.17,12/31/72,43098,8712,39.867497,-106.597826,17074
5204018,9.79,12/31/72,43098,4356,39.873818,-106.506918,17074
5204020,204.59,12/31/72,43098,4356,39.863867,-106.59779,17074
7203604,21.69,12/31/72,43098,21780,39.28596,-107.677856,17074
7203605,2.88,12/31/72,43098,21780,39.28897,-107.655929,17074
7203606,21.69,12/31/72,43098,21780,39.27739,-107.677862,17074
7203607,21.69,12/31/72,43098,21780,39.277302,-107.67781,17074
7203609,21.93,12/31/72,43098,43560,39.270764,-107.688002,17074
7203616,28.99,12/31/72,43098,43560,39.221758,-107.639133,17074
7203650,21.69,12/31/72,43098,43560,39.279683,-107.673404,17074
7203684,7.4,12/31/72,43098,21780,39.369089,-107.856142,17074
3903573,16.62,12/31/72,43086,4356,39.796488,-107.503773,17074
3903575,16.62,12/31/72,43086,8712,39.806064,-107.510416,17074
3703580,3.25,5/31/72,43052,32670,39.590165,-106.589699,17288
3803827,1.46,11/5/71,42928,541886.4,39.394896,-107.239926,17496
3903571,12.5,12/31/72,42854,8712,39.743321,-107.470922,17074
3903572,12.27,12/31/72,42854,13068,39.754229,-107.481956,17074
3703833,3.1,12/31/72,42733,4356,39.68425,-106.581752,17074
3703847,1.2,12/31/72,42733,8712,39.729678,-106.596127,17074
3703877,4.36,12/31/72,42733,8712,39.736507,-106.611128,17074
3703889,2.6,12/31/72,42733,4356,39.739319,-106.616211,17074
5303525,147.41,12/31/72,42733,8712,39.599168,-107.208079,17074
7203568,3,12/31/72,42733,21780,39.329282,-107.751323,17074
7203580,7.23,12/31/72,42733,21780,39.358835,-107.803316,17074
7203588,5.9,12/31/72,42733,21780,39.330669,-107.817115,17074
7203603,5.48,12/31/72,42733,21780,39.330649,-107.817214,17074
7203636,7.74,12/31/72,42733,21780,39.366013,-107.811275,17074
7203689,6.14,12/31/72,42733,21780,39.349854,-107.850107,17074
3703863,2.15,12/31/72,42672,8712,39.544179,-106.870774,17074
3803978,25.21,11/5/71,42667,713948.4,39.369289,-107.045576,17496
5303979,13.7,9/13/67,42618,1092484.8,40.037758,-106.805729,19010
3804017,38.85,11/5/71,42595,121.968,39.253392,-106.8664,17496
5303955,1.51,9/13/67,42557,77536.8,39.752486,-107.12523,19010
5303972,6.55,9/13/67,42557,2344399.2,39.820456,-107.076654,19010
5303985,7.11,9/13/67,42557,597207.6,39.825362,-107.081872,19010
5303994,7.15,9/13/67,42557,442134,39.824845,-107.085116,19010
5303996,6.69,9/13/67,42557,359805.6,39.758146,-107.132933,19010
5304002,6.05,9/13/67,42557,1305493.2,39.825684,-107.070467,19010
3703811,20.08,12/31/72,42520,4356,39.50657,-106.799779,17074
3703883,1.21,12/31/72,42519,4356,39.494996,-106.809252,17074
5203937,0.67,5/31/72,42492,435600,39.927558,-106.487486,17288
5203949,2.26,5/31/72,42491,2251616.4,39.951242,-106.496006,17288
3800930,17.48,11/5/71,42491,63,39.402155,-107.161656,17496
3803832,0.02,11/5/71,42491,8886240,39.409276,-107.177452,17496
3803844,10.6,11/5/71,42467,1717570.8,39.402369,-107.368541,17496
3803938,5.37,11/5/71,42467,696960,39.428929,-107.31073,17496
3804019,2.76,11/5/71,42442,36590.4,39.28537,-107.028721,17496
3804020,2.72,11/5/71,42442,15550.92,39.285748,-107.028169,17496
3703545,60.22,5/31/72,42420.38928,392040,39.425125,-106.319931,17288
3703545,60.22,5/31/72,42420.38198,435600,39.425125,-106.319931,17288
3803934,40.47,11/5/71,42304,13568.94,39.238028,-106.860883,17496
3803807,3.53,11/5/71,42285,300999.6,39.29588,-106.95203,17496
5203940,1.86,5/31/72,42242,1863679.752,39.951577,-106.461995,17288
3803942,7.28,11/5/71,42233,7840.8,39.188427,-106.959948,17496
3803829,2.26,11/5/71,42215,82764,39.184092,-106.853123,17496
3803926,2.31,11/5/71,42215,8712,39.184065,-106.854005,17496
3803927,2.26,11/5/71,42215,392040,39.183792,-106.853055,17496
3803946,4.33,11/5/71,42097,2583108,39.226847,-106.920599,17496
7203668,5.3,12/31/72,42003,34848,39.33628,-107.933434,17074
7203678,5.3,12/31/72,42003,13068,39.329541,-107.918221,17074
7204087,9.59,4/13/72,41912,348480,39.070809,-108.132785,17336
5204000,14.06,12/31/72,41861,4356,39.744503,-106.482513,17074
3703856,2.19,12/31/72,41799,4356,39.504296,-106.758646,17074
7201329,56.57,4/13/72,41791,15,39.131868,-108.323868,17336
7201330,42.12,4/13/72,41791,14,39.047163,-108.515581,17336
3803954,0.13,11/5/71,41790,19166.4,39.278074,-106.8891,17496
3804049,0.87,11/5/71,41790,62247.24,39.283537,-106.870568,17496
7203642,19.99,12/31/72,41713,13068,39.295893,-107.706194,17074
7203674,21.31,12/31/72,41713,8712,39.284886,-107.686212,17074
3703817,3.5,12/31/72,41707,4356,39.74575,-106.613771,17074
3703843,3.5,12/31/72,41707,4356,39.754968,-106.614301,17074
3703830,3.9,12/31/72,41684,8712,39.772246,-106.625446,17074
5303526,147.34,12/31/72,41637,13068,39.606395,-107.219762,17074
5303533,145.79,12/31/72,41637,13068,39.589218,-107.220791,17074
5104022,1.83,5/30/72,41551,60984,40.100019,-105.941593,17289
5104023,1.76,5/30/72,41551,165528,40.09991,-105.942986,17289
3703829,3.9,12/31/72,41531,4356,39.768503,-106.621867,17074
7200820,34.22,4/13/72,41500,100,39.205249,-107.81361,17336
7203960,3.64,4/13/72,41444,312760.8,39.111874,-108.569551,17336
7203577,15.29,12/31/72,41443,21780,39.070501,-107.885505,17074
5104013,0.18,5/30/72,41393,146797.2,40.123702,-105.85423,17289
3703813,4.1,12/31/72,41272,4356,39.60496,-106.667126,17074
3703875,2.02,12/31/72,41272,4356,39.482097,-106.906628,17074
3703881,7.4,12/31/72,41272,21780,39.734563,-106.585445,17074
7203584,5.29,12/31/72,41272,21780,39.351079,-107.884434,17074
7203586,5.78,12/31/72,41272,8712,39.359917,-107.880138,17074
7203623,2.93,12/31/72,41272,34848,39.290314,-107.654563,17074
7203676,21.69,12/31/72,41272,8712,39.287695,-107.67855,17074
5303978,20.33,9/13/67,41253,9854143.2,40.056173,-106.859816,19010
3703884,7,12/31/72,41245,4356,39.531509,-106.836472,17074
3703838,5,12/31/72,41231,4356,39.523031,-106.815273,17074
3703882,10.76,12/31/72,41231,21780,39.540963,-106.852186,17074
5303983,5.04,9/13/67,41199.32292,1082030.4,39.938078,-106.644393,19010
5303960,7.17,9/13/67,41199.31367,10334479.32,39.90731,-107.154093,19010
5304020,7.61,9/13/67,41199.31367,3442459.68,39.910451,-107.159715,19010
5303976,3.73,9/13/67,41199.23559,1849122,40.072595,-106.45514,19010
5303989,2.92,9/13/67,41199.21783,1420056,40.014524,-106.827577,19010
5303988,12.92,9/13/67,41199.21147,21595741.2,39.985923,-106.867536,19010
5303998,3.35,9/13/67,41199.20666,458251.2,39.935486,-106.832822,19010
5303952,9.33,9/13/67,41199.1897,968774.4,40.031088,-106.88017,19010
3803835,10.31,11/5/71,41099,2482920,39.207,-106.963695,17496
3703855,1,12/31/72,41050,4356,39.507725,-106.667801,17074
5104018,0,5/30/72,41045,28314,40.087203,-105.906288,17289
5104019,0,5/30/72,41045,45738,40.087964,-105.905489,17289
5203987,8.95,12/31/72,40937,4356,39.769293,-106.542001,17074
5203990,7.36,12/31/72,40937,4356,39.768517,-106.575905,17074
5203999,8.95,12/31/72,40937,4356,39.756688,-106.544417,17074
5204003,7.24,12/31/72,40937,4356,39.768552,-106.58064,17074
5204006,9.11,12/31/72,40937,4356,39.76838,-106.538489,17074
5204008,10.97,12/31/72,40937,4356,39.750364,-106.529057,17074
5204013,10.92,12/31/72,40937,4356,39.760262,-106.527905,17074
5204019,9.11,12/31/72,40937,4356,39.756683,-106.539713,17074
5204014,6.59,12/31/72,40922,8712,39.811919,-106.557035,17074
3703879,11.61,12/31/72,40912,4356,39.556271,-106.71907,17074
3703880,3.2,12/31/72,40912,4356,39.558532,-106.715436,17074
7203673,21.31,12/31/72,40907,21780,39.295491,-107.676237,17074
7203677,21.31,12/31/72,40907,21780,39.28666,-107.687675,17074
3703859,11.62,12/31/72,40884,4356,39.549576,-106.705672,17074
7203842,10.01,4/13/72,40833,5345116.92,39.107204,-107.749903,17336
7204065,19.68,4/13/72,40800,9691228.8,39.290696,-107.718952,17336
3804000,31.31,11/5/71,40793,3158100,39.070137,-107.18111,17496
3603542,58.62,5/31/72,40785,60827184,39.454879,-106.030546,17288
3803950,40.09,11/5/71,40723,156.816,39.247148,-106.858258,17496
