wdid,streamMile,sum_netAbs,waterDistrict
5300855,8.35,3.3,53
5300856,8.38,3.3,53
5300857,8.39,3.3,53
5300858,7.69,7.04,53
5300859,9.4,3.3,53
5300860,,5.9,53
5300861,19.33,5.9,53
5300862,19.33,5.9,53
5300863,19.33,0.4,53
5300864,8.38,1,53
5300865,16.57,1.9,53
5300866,16.57,1,53
5300867,10.45,6.7,53
5300868,,0,53
5300869,3.52,1,53
5300870,2.23,21,53
5300871,1.71,0,53
5300873,5.85,1.5,53
5300877,4.36,1,53
5300878,6.05,7.2,53
5300879,25.2,1.6,53
5300880,5.49,1,53
5300881,0.41,2,53
5300883,0.49,11.7,53
5300884,21.77,0.8,53
5300885,18.74,5.25,53
5300886,3.49,8,53
5300887,22.35,5,53
5300888,5.72,4.5,53
5300889,4.52,0.21,53
5300890,0.22,1,53
5300891,5.02,4.8,53
5300892,0.55,4.198,53
5300894,211.7,0.035,53
5300896,10.8,0,53
5300897,9.83,0,53
5300898,8.86,0,53
5300899,8.32,0,53
5300900,8.27,0.25,53
5300901,8.32,0.25,53
5300902,8.21,0.5,53
5300903,194.11,0,53
5300905,1.36,1.4175,53
5300907,193.59,0.66,53
5300908,11.04,0,53
5300909,5.49,0,53
5300910,211.49,0.3,53
5300911,170.86,0,53
5300912,223.61,0,53
5300913,154.81,0,53
5300914,154.81,0,53
5300915,154.88,0.033,53
5300916,154.99,0,53
5300917,155.04,0,53
5300918,1.2,1,53
5300919,2.97,1.6,53
5300920,3.68,21,53
5300921,13.49,0,53
5300922,11.95,0,53
5300923,10.88,0,53
5300924,10.84,0,53
5300925,10.8,0,53
5300926,9.83,0,53
5300927,8.86,0,53
5300928,8.32,0,53
5300929,,0.033,53
5300930,,0.033,53
5300931,193.46,0.15,53
5300932,,0.3,53
5300933,,0.3,53
5300934,,0.2,53
5300935,199.12,0,53
5300936,4.45,0,53
5300937,,0.0445,53
5300938,,0.066,53
5300998,,0.1,53
5301001,2.41,3,53
5301002,0.71,0.5,53
5301007,,1.168,53
5301008,1.59,0.5,53
5301013,0.58,0.12,53
5301014,1.79,4.4,53
5301015,4.47,0.02,53
5301016,7.27,0.05,53
5301017,3.53,0.033,53
5301018,,0.4,53
5301019,23.45,5.5,53
5301020,23.5,2.5,53
5301021,0.73,0.0385,53
5301022,5.23,0.4,53
5301023,19.32,0.1,53
5301024,,0.25,53
5301025,,0.25,53
5301026,,0.167,53
5301027,,0.167,53
5301028,,0.125,53
5301029,,0.125,53
5301030,,0.125,53
5301031,3.88,0.033,53
5301032,2.32,0,53
5301033,6.52,0.044,53
5301034,4.96,0,53
5301035,1.61,0.06,53
5301037,3.88,0.1,53
5301038,4.39,0.1,53
5301039,6,11.33,53
5301040,6,5.07,53
5301041,6.61,0.4,53
5301042,0.23,1,53
5301043,,0.5,53
5301044,4.61,0.011,53
5301045,1.59,2,53
5301046,,0.004,53
5301047,13.41,2.75,53
5301048,10.84,2.5,53
5301049,10.8,1,53
5301050,,0.0446,53
5301051,3.87,11,53
5301052,221.82,0,53
5301053,221.14,0,53
5301054,1.64,0,53
5301055,5.9,10,53
5301056,,0.2,53
5301057,23.07,3.1,53
5301058,14.39,0.5,53
5301060,1.38,1,53
5301062,1.31,0.8,53
5301063,,0.5,53
5301065,212.23,2,53
5301066,3.53,0.078,53
5301067,1.61,1,53
5301068,1.67,0,53
5301069,7.8,0,53
5301070,16.91,1.21,53
5301071,16.91,0.77,53
5301072,,0.089,53
5301073,,0.089,53
5301076,9.02,2.5,53
5301077,9.02,2,53
5301078,2.29,2,53
5301079,26.18,4.17,53
5301080,153.69,0.2,53
5301081,166.17,0.33,53
5301082,25.5,4.8,53
5301083,2,3,53
5301084,,1,53
5301085,,1,53
5301086,,0.5,53
5301087,,0.004,53
5301088,,0.004,53
5301089,217.27,0,53
5301101,0.22,0.25,53
5301102,197.65,0.3,53
5301103,,0.088,53
5301104,,0.033,53
5301105,,0,53
5301106,0.93,2,53
5301107,188.85,0.5,53
5301108,,0.17,53
5301110,6.22,0,53
5301112,227.92,2,53
5301114,195.48,0.6,53
5301116,4.15,2,53
5301117,5.23,2.8,53
5301118,7.9,0,53
5301121,4.82,1,53
5301122,,0,53
5301123,18.74,0,53
5301124,2,4.6,53
5301125,,0.5,53
5301126,,0.5,53
5301127,7.45,0.0154,53
5301131,0.21,2,53
5301133,21.8,1.5,53
5301134,21.63,2,53
5301135,21.26,1.5,53
5301136,3.06,8,53
5301137,1.46,4,53
5301138,,0.005,53
5301139,5.95,1,53
5301140,5.71,0.015,53
5301141,,0.3,53
5301142,,0.02,53
5301144,2.41,0,53
5301145,4.93,2.22,53
5301146,,4.4,53
5301147,,1,53
5301149,167.3,1,53
5301150,196.9,3.09,53
5301151,196.34,0,53
5301152,172.6,0.2,53
5301153,171.8,0.6,53
5301154,223.43,0.32,53
5301159,166.34,1,53
5301160,26.04,0,53
5301161,7.15,0.25,53
5301162,1.34,0.0385,53
5301163,1.47,1,53
5301164,2.67,0,53
5301165,5.88,1,53
5301166,5.06,0.333,53
5301167,3.61,0.6,53
5301168,0.88,2,53
5301170,26.08,1,53
5301171,,1,53
5301172,195.47,0.9,53
5301173,193.42,0.25,53
5301176,8.67,1,53
5301177,0.37,0,53
5301178,2.9,0,53
5301179,,0.268,53
5301180,,0.25,53
5301181,188.74,1,53
5301182,3.32,0,53
5301183,3.36,0,53
5301184,3.21,0,53
5301185,4.16,0.25,53
5301186,3.18,0,53
5301187,223.43,0,53
5301188,193.42,0.15,53
5302000,1.96,1,53
5302001,3.95,1,53
5302002,0.15,10,53
5302003,19.56,4,53
5302004,19.56,2,53
5302005,19.7,2,53
5302006,0.02,18,53
5302007,0.02,14,53
5302008,0.01,4,53
5302009,0,2,53
5302010,4.68,3,53
5302011,31.15,4,53
5302012,0.03,3,53
5302013,0.01,2,53
5302014,0.03,7.5,53
5302015,13.67,1,53
5302016,2.89,1,53
5302017,0.02,3,53
5302018,9.2,4.5,53
5302019,3.25,1.5,53
5302020,3.25,2.5,53
5302021,0.36,1.5,53
5302022,1.34,0.75,53
5302023,0,8,53
5302024,0.03,8,53
5302025,0.79,3,53
5302026,0.79,5,53
5302027,0.79,5,53
5302028,0.46,3,53
5302029,0.88,0.95,53
5302030,0.29,1.75,53
5302031,226.61,750,53
5302032,202.87,800,53
5302033,182.06,900,53
5303505,9.77,0,53
5303506,9.77,0,53
5303507,,3,53
5303508,2.17,3,53
5303509,2.17,5,53
5303510,10.8,4.48,53
5303511,10.8,2.94,53
5303512,10.8,4.25,53
5303513,10.82,5,53
5303514,0.05,2,53
5303515,5.53,33.4,53
5303516,,8.5,53
5303517,,8.4,53
5303518,7.25,28,53
5303519,7.97,0,53
5303520,7.89,8,53
5303521,1.11,0,53
5303522,193.46,0.657,53
5303523,2.49,0.2,53
5303524,,0.9,53
5303525,147.41,0.2,53
5303526,147.34,0.3,53
5303527,14.57,0.1,53
5303528,,0.2,53
5303529,,0.1,53
5303530,147.25,0.2,53
5303531,29.55,0.3,53
5303532,,0.1,53
5303533,145.79,0.3,53
5303534,19.71,8,53
5303535,4.11,0.2,53
5303536,148.05,2,53
5303537,,0.2,53
5303538,,0.2,53
5303539,,18,53
5303540,8.78,1,53
5303541,9.82,0.2,53
5303542,5.12,25,53
5303543,10.67,0.1,53
5303544,7.86,0.2,53
5303545,8.18,0.2,53
5303546,,15,53
5303547,,0.2,53
5303548,,1,53
5303549,,3,53
5303550,,6,53
5303551,,9,53
5303552,4.47,0.2,53
5303553,11.42,0.2,53
5303554,1.19,0.2,53
5303555,3.29,0.1,53
5303556,,1,53
5303557,15.19,0.2,53
5303558,5.72,0.2,53
5303559,5.71,0.2,53
5303560,10.61,0.2,53
5303561,10.79,0.2,53
5303562,5.53,40,53
5303563,13.59,0.2,53
5303564,13.59,0.2,53
5303565,2.85,0.3,53
5303566,11.42,0.2,53
5303567,1.36,0.2,53
5303568,1.36,0.25,53
5303569,1.83,1.41,53
5303570,10.8,1.41,53
5303571,1.83,3.49,53
5303572,,0,53
5303573,,2.94,53
5303574,193.52,0.137,53
5303575,,32,53
5303576,,4.2,53
5303578,,0,53
5303579,,0,53
5303580,,0,53
5303581,170.81,0,53
5303582,170.19,0,53
5303583,170.76,0,53
5303584,170.69,0,53
5303585,,10.6,53
5303586,,24.8,53
5303587,223.43,4.2,53
5303588,222.2,14.1,53
5303589,8.27,11,53
5303590,8.12,2.67,53
5303593,23.43,0,53
5303594,13.37,0,53
5303595,3.18,36.3,53
5303596,6.08,0.2,53
5303597,4.3,0.2,53
5303598,0,6.55,53
5303599,0,1.78,53
5303600,0,3.01,53
5303601,0.59,1.68,53
5303602,0.59,0,53
5303603,3.93,6.81,53
5303604,2.81,3.13,53
5303605,2.73,2.67,53
5303606,2.24,0,53
5303607,,39.9,53
5303608,,0.1,53
5303609,,0.2,53
5303610,,0.07,53
5303611,28.9,0.014,53
5303612,27.32,0.2,53
5303613,27.56,0.014,53
5303614,27.32,0.06,53
5303615,27.6,0.014,53
5303616,8.21,0.1,53
5303617,8.39,0.06,53
5303618,9.49,0.06,53
5303619,10.92,0.1,53
5303620,15.39,0.004,53
5303621,11.42,0.2,53
5303622,,0.1,53
5303623,,0.04,53
5303624,,0.07,53
5303625,3.63,0,53
5303626,3.95,0,53
5303627,3.63,0,53
5303628,3.4,0,53
5303629,3.95,0,53
5303630,3.95,0,53
5303631,4.15,0,53
5303632,3.95,0,53
5303633,4.15,0,53
5303634,4.15,0,53
5303635,4.16,0,53
5303636,4.13,0,53
5303637,3.95,0,53
5303638,3.09,0,53
5303639,3.31,0,53
5303640,3.24,0,53
5303641,222.54,1.5,53
5303901,10.44,0,53
5303952,9.33,22.24,53
5303954,10.95,0,53
5303955,1.51,13,53
5303957,,24.42,53
5303959,,66.43,53
5303960,7.17,237.247,53
5303961,28.73,194.19,53
5303962,26.15,107.3,53
5303963,3,26,53
5303964,7.82,12.12,53
5303966,5.95,554.06,53
5303967,15.15,0,53
5303969,8.21,13.14,53
5303971,17.8,3255.33,53
5303972,6.55,53.82,53
5303973,,42.24,53
5303974,,270.3,53
5303975,,578.62,53
5303976,3.73,84.89,53
5303978,20.33,226.22,53
5303979,13.7,25.08,53
5303982,1.68,90.66,53
5303983,5.04,24.84,53
5303985,7.11,13.71,53
5303986,9.63,325.5,53
5303988,12.92,495.77,53
5303989,2.92,32.6,53
5303991,8.86,134.44,53
5303992,8.22,86,53
5303993,21.09,49.58,53
5303994,7.15,10.15,53
5303995,25.29,532.1,53
5303996,6.69,8.26,53
5303998,3.35,10.52,53
5303999,7.52,64.3,53
5304001,,197,53
5304002,6.05,29.97,53
5304004,4.11,110.71,53
5304006,,3.65,53
5304007,,0.75,53
5304008,,0.75,53
5304011,15.66,50,53
5304013,2.86,6,53
5304014,3.18,18,53
5304015,0.2,0.164,53
5304017,2.23,2.75,53
5304019,7.86,0.826,53
5304020,7.61,79.028,53
5304022,,0.25,53
5304023,3.47,0.5,53
5304024,3.45,0.8,53
5304025,3.35,1,53
5304026,3.27,0.5,53
5304027,3.78,0,53
5304032,,151.34,53
5304033,26.08,0,53
5304034,8.86,40,53
5304035,9.84,2.4,53
5304036,10.79,2,53
5304037,,2,53
5304041,22,6,53
5304042,7.97,7.75,53
5304043,8.13,9.3,53
5304044,3.01,1.5,53
5304045,3.17,1,53
5304046,3.35,1.5,53
5304047,3.67,7.2,53
5304048,3.73,6,53
5304049,3.72,1,53
5304050,3.71,0.5,53
5304051,3.61,21.4,53
5304052,5.01,0.25,53
5304053,4.98,0.13,53
5304054,4.93,0.16,53
5304055,4.89,0.5,53
5304056,8.27,25,53
5304057,8.27,2.5,53
5304058,8.12,11.25,53
5304059,8.86,4.1,53
5305000,,2.78,53
5305001,,0.022,53
5305002,,0.2,53
5305003,,0.022,53
5305004,,0.011,53
5305005,,0.0556,53
5305006,,0.0132,53
5305007,,0.3,53
5305008,,0.2,53
5305009,,0.55,53
5305012,,0.033,53
5305013,,0.011,53
5305014,,0.0132,53
5305015,,0.16,53
5305016,,0.033,53
5305017,,0.0055,53
5305018,,0.033,53
5305019,,0.011,53
5305020,,0.033,53
5305021,,0.033,53
5305022,,0.004,53
5305023,,0.111,53
5305024,,0.053,53
5305025,,0.12,53
5305026,,0.07,53
5305027,,0.06,53
5305028,,0.06,53
5305029,5.64,0.005,53
5305030,5.65,0.003,53
5305031,,0.005,53
5305032,,0.04,53
5305033,,0.0264,53
5305034,,0.03,53
5305035,,0.008,53
5305036,,0.004,53
5305037,158.52,0.033,53
5305038,,0.067,53
5305039,,0.055,53
5305040,,0.11,53
5305041,1.21,0.0066,53
5305042,151.46,0.033,53
5305043,197.4,0.033,53
5305044,0.86,0.033,53
5305045,158.88,0.033,53
5305046,1.72,0.005,53
5305047,3.48,0.0154,53
5305048,,0.03,53
5305049,,0.1,53
5305050,,0.11,53
5305051,,0.016,53
5305052,,0.033,53
5305053,,0.022,53
5305054,,0.11,53
5305055,,0.11,53
5305056,,0.044,53
5305057,,0.73,53
5305058,,0.067,53
5305059,195.99,0.027,53
5305060,,0.004,53
5305061,,0.0264,53
5305062,,0.0198,53
5305063,,0.013,53
5305064,,0.01,53
5305065,,0.02,53
5305066,3.49,0.034,53
5305067,,0.01,53
5305068,,0.011,53
5305069,,0.04,53
5305071,,0.07,53
5305072,,0.033,53
5305073,,0.033,53
5305074,,0.2,53
5305075,,0.078,53
5305076,,0.177,53
5305077,,0.004,53
5305078,,0.004,53
5305079,,0.06,53
5305080,,0.004,53
5305081,,0.3,53
5305082,,0.3,53
5305083,,0.3,53
5305084,,0.034,53
5305085,,0.066,53
5305086,,0.042,53
5305087,,0.033,53
5305088,,0.11,53
5305089,3.69,0.022,53
5305090,1.55,0.033,53
5305091,,0.24,53
5305092,16.91,0.033,53
5305093,6.56,0.0264,53
5305094,6.56,0.0132,53
5305095,6.54,0.0308,53
5305096,5.44,0.0088,53
5305097,5.7,0.033,53
5305098,5.7,0.308,53
5305099,5.61,0.033,53
5305100,4.12,0.011,53
5305101,194.08,0.033,53
5305102,142.15,0.052,53
5305103,0.4,0.033,53
5305104,1.72,0.005,53
5305105,,0.033,53
5305106,221.78,0.022,53
5305107,140.8,0.089,53
5305108,,0.25,53
5305109,,0.033,53
5305110,9.04,0.1,53
5305111,213.11,0.011,53
5305112,,0.011,53
5305113,1.72,0.022,53
5305114,212.93,0.0666,53
5305115,,0.05,53
5305116,,0.011,53
5305117,4.86,0.2,53
5305118,221.8,0.11,53
5305119,,0,53
5305120,190.85,0.25,53
5305121,,0.033,53
5305122,5.5,0.011,53
5305123,,0.005,53
5305124,,0.03,53
5305126,0.72,0.033,53
5305127,3.2,0.067,53
5305128,3.2,0.089,53
5305129,221.82,0.11,53
5305130,,0.0111,53
5305131,7.9,0.033,53
5305132,,0.251,53
5305133,194.08,0.033,53
5305134,188.86,0.0333,53
5305136,,0.088,53
5305137,,0.11,53
5305138,,0.033,53
5305139,15.05,0.165,53
5305140,21.63,0.033,53
5305141,,0.027,53
5305142,,0.025,53
5305143,,0.8,53
5305144,,0.01,53
5305145,,0.006,53
5305146,,0.014,53
5305147,,0.11,53
5305148,,0.06,53
5305149,,0.12,53
5305150,,0.0034,53
5305151,,0.06,53
5305152,,0.01,53
5305153,,0.026,53
5305154,,0.026,53
5305155,,0.007,53
5305156,,0.007,53
5305157,,0.007,53
5305158,,0.01,53
5305159,,0.004,53
5305160,,0.01,53
5305161,,0.1,53
5305162,,0.066,53
5305163,,0.01,53
5305164,,0.01,53
5305165,,0.067,53
5305166,,0.0223,53
5305167,,0.004,53
5305168,,0.0334,53
5305169,,0.055,53
5305170,,0.005,53
5305171,,0.033,53
5305172,,0.018,53
5305174,,0.033,53
5305175,,0.02,53
5305176,,0.02,53
5305177,,0.02,53
5305178,,0.07,53
5305179,,0.223,53
5305182,,0.025,53
5305202,,0.033,53
5305203,,0.027,53
5305204,,0.0005,53
5305205,,0.0005,53
5305206,,0.022,53
5305207,,0.004,53
5305208,,0.002,53
5305209,,0.009,53
5305210,,0.033,53
5305211,,0.05,53
5305212,,0.11,53
5305213,,0.11,53
5305214,,0.165,53
5305215,,0.055,53
5305216,,0.0006,53
5305217,,0.0025,53
5305218,,0.0044,53
5305219,,0.0044,53
5305220,,0.0006,53
5305221,,0.0006,53
5305222,,0.022,53
5305223,,0.022,53
5305224,,0.0011,53
5305225,,0.022,53
5305226,,0.0018,53
5305227,,0.0022,53
5305228,,0.0011,53
5305229,,0.0132,53
5305230,,0.0044,53
5305231,,0.0022,53
5305232,,0.011,53
5305233,,0.011,53
5305234,,0.022,53
5305235,,0.022,53
5305236,,0.011,53
5305237,,0.028,53
5305238,,0.1,53
5305239,,0.03,53
5305240,,0.03,53
5305241,,0.057,53
5305242,,0.556,53
5305243,,0.05,53
5305244,,0.03,53
5305246,,0.4,53
5305250,,8.95,53
5305251,,66.51,53
5305252,,26.5,53
5305253,,0.04,53
5305255,,0.02,53
5305256,,0.033,53
5305257,,2.294,53
5305259,,0.067,53
5305260,,0.044,53
5305261,,0.3,53
5305262,,0.2,53
5305264,,0.033,53
5305265,,0.022,53
5305266,,0.055,53
5305267,,0.033,53
5305268,,0,53
5305270,,0,53
5305271,,0,53
5305272,,0,53
5305273,,0,53
5305274,,0,53
5305275,,0,53
5305276,,0,53
5305277,,0.066,53
5305278,,0.0089,53
5305279,,0.2,53
5305280,,0.002,53
5305281,,0.001,53
5305282,,0.004,53
5305283,,0.009,53
5305284,,0.001,53
5305285,,0.007,53
5305286,,0.011,53
5305287,,0.001,53
5305288,,0.011,53
5305289,,0.009,53
5305290,,0.001,53
5305291,,0.006,53
5305292,,0.005,53
5305293,,0.009,53
5305294,,0.006,53
5305295,,0.008,53
5305296,,0.002,53
5305297,,0.002,53
5305298,,0.002,53
5305299,,0.002,53
5305300,,0.001,53
5305301,,0.01,53
5305302,,0.011,53
5305303,,0.003,53
5305304,,0.009,53
5305305,,0.003,53
5305306,,0.001,53
5305307,,0.001,53
5305308,,0.004,53
5305309,,0.005,53
5305310,,0.01,53
5305311,,0.001,53
5305312,,0.057,53
5305313,,0.004,53
5305314,,0.009,53
5305315,,0.002,53
5305316,,0.011,53
5305317,,0.01,53
5305318,,0.011,53
5305319,,0.003,53
5305320,,0.004,53
5305321,,0.003,53
5305322,,0.006,53
5305323,,0.001,53
5305324,,0.006,53
5305325,,0.001,53
5305326,,0.002,53
5305327,,0.006,53
5305328,,0.002,53
5305329,,0.015,53
5305330,,0.06,53
5305331,,0.003,53
5305332,,0.002,53
5305333,,0.005,53
5305334,,0.001,53
5305335,,0.006,53
5305336,,0.001,53
5305337,,0.005,53
5305338,,0.006,53
5305339,,0.008,53
5305340,,0.008,53
5305341,,0.009,53
5305342,,0.01,53
5305343,,0.003,53
5305344,,0.005,53
5305345,,0.009,53
5305346,,0.001,53
5305347,,0.004,53
5305348,,0.009,53
5305349,,0.009,53
5305350,,0.012,53
5305351,,0.01,53
5305352,,0.009,53
5305353,,0.015,53
5305354,,0.001,53
5305355,,0.015,53
5305356,,0.006,53
5305357,,0.005,53
5305358,,0.02,53
5305359,,0.008,53
5305360,,0.001,53
5305361,,0.003,53
5305362,,0.01,53
5305363,,0.01,53
5305364,,0.008,53
5305365,,0.001,53
5305366,,0.001,53
5305367,,0.005,53
5305368,,0.009,53
5305369,,0.012,53
5305370,,0.011,53
5305371,,0.011,53
5305372,,0.008,53
5305373,,0.009,53
5305374,,0.012,53
5305375,,0.012,53
5305376,,0.009,53
5305377,,0.007,53
5305378,,0.004,53
5305379,,0.009,53
5305380,,0.006,53
5305381,,0.005,53
5305382,,0.003,53
5305383,,0.015,53
5305384,,0.005,53
5305385,,0.001,53
5305386,,0.003,53
5305387,,0.005,53
5305388,,0.01,53
5305389,,0.004,53
5305390,,0.004,53
5305391,,0.008,53
5305392,,0.009,53
5305393,,0.001,53
5305394,,0.009,53
5305395,,0.009,53
5305396,,0.0223,53
5305397,,0.167,53
5305398,,0.0668,53
5305399,,0.0111,53
5305400,,0.0847,53
5305401,,0.066,53
5305402,,0.018,53
5305403,,0,53
5305404,,0.0067,53
5305405,,0.0267,53
5305406,,0.002,53
5305407,,0.002,53
5305408,,0.002,53
5305409,,0.002,53
5305410,,0.002,53
5305411,,0.033,53
5305412,,0.006,53
5305413,,0.002,53
5305414,,0.002,53
5305415,,0.002,53
5305416,,0,53
5305417,,0,53
5305418,,0,53
5305419,,0,53
5305420,,0.025,53
5305421,,0.0022,53
5305422,,0.089,53
5305423,,0.089,53
5305424,,0.004,53
5305425,,0.004,53
5305426,,0.0334,53
5305427,,0,53
5305428,,0,53
5305429,,0,53
5305430,,0,53
5305431,,0.0334,53
5305432,,0,53
5305433,,0.0334,53
5305434,,0.4,53
5305435,,0.0067,53
5305436,,0.0067,53
5305437,,0,53
5305438,,0,53
5305439,,0,53
5305440,,0,53
5305441,,0,53
5305442,,0,53
5305443,,0.134,53
5305444,,0.134,53
5305445,,0.027,53
5305446,,0.11,53
5305447,,0.022,53
5305448,,0.033,53
5305449,,0.033,53
5305450,,0.003,53
5305451,,0.004,53
5305452,,0,53
5305453,,0,53
5305454,,0,53
5305456,,0.011,53
5306672,,0.067,53
5306673,,0.067,53
5307435,4.47,2,53
5309000,137.51,0,53
5309001,199.09,0,53
5309002,8.86,0,53
5309003,193.46,0,53
5309004,223.43,0,53
5309005,12.82,0,53
5309015,1.84,0,53
5309016,4.73,0,53
5309019,193.45,0,53
5309020,2.25,0,53
5309021,1.23,0,53
5309023,191.1,0,53
5309024,7.13,0,53
5309026,0,0,53
5309027,1.2,0,53
5309028,4.87,0,53
5309029,202.41,0,53
5309030,193.27,0,53
5309034,4.47,2,53
7000500,7.4,2.58,70
7000501,7.61,1.7,70
7000502,26.4,7.57,70
7000503,7.61,4.6,70
7000504,5.52,2,70
7000505,4.99,8.87,70
7000506,4.35,0.5,70
7000507,0.64,1.45,70
7000508,,1.7,70
7000510,3.65,3.78,70
7000511,1.01,11.65,70
7000512,1.81,4.34,70
7000513,5.54,8.9,70
7000514,28.38,4.35,70
7000515,10.89,0,70
7000516,8.47,4.7,70
7000517,4.45,1.4,70
7000518,6.67,0.5,70
7000519,5.67,0.5,70
7000521,1.28,50.43,70
7000522,7.15,0,70
7000524,1.73,0,70
7000525,9.83,0,70
7000526,4.25,0,70
7000527,1.62,10.3,70
7000528,7.61,1.3,70
7000529,7.61,10.67,70
7000530,12.13,33,70
7000531,76.47,0.46,70
7000532,76.5,0,70
7000533,7.61,1,70
7000534,7.61,3,70
7000535,7.61,1,70
7000536,5.02,2.4,70
7000538,0.27,4.35,70
7000539,4.82,3.38,70
7000540,5.35,1.72,70
7000541,5.32,1.82,70
7000542,5.52,2.9,70
7000544,10.82,1.8,70
7000545,3.22,4.52,70
7000547,7.61,1,70
7000548,8.67,2.86,70
7000549,8.55,6.7,70
7000550,19.12,12.3,70
7000551,1.28,6.93,70
7000553,7.61,1.5,70
7000555,10.01,0.7,70
7000556,6.15,1.5,70
7000558,76.87,7,70
7000559,6.72,3.9,70
7000561,5.4,2.24,70
7000562,6,2.98,70
7000563,26.76,1.67,70
7000565,7.61,0.8,70
7000566,37.22,6.71,70
7000567,3.89,1.6,70
7000568,9.45,3.54,70
7000569,6.92,0,70
7000571,19.31,11.56,70
7000572,6.29,3.1,70
7000573,1.63,3.43,70
7000574,26.76,0,70
7000575,5.07,2.5,70
7000577,76.27,1,70
7000578,8.84,3.7,70
7000580,5.02,37.4,70
7000582,4.44,0,70
7000583,5.02,14.4,70
7000584,7.73,7.4,70
7000585,16.9,0,70
7000587,7.61,2,70
7000588,21.49,6.95,70
7000589,5.43,4.04,70
7000590,6.07,2.76,70
7000591,32.24,5.8,70
7000592,31.58,2.5,70
7000593,7.61,1,70
7000594,12.11,2.8,70
7000595,24.38,4.39,70
7000596,1.33,14.25,70
7000597,23.58,5.04,70
7000598,3.24,2,70
7000601,1,0,70
7000602,6.72,2,70
7000603,5.43,2,70
7000604,6.06,0,70
7000605,7.61,0,70
7000606,7.61,0,70
7000607,7.61,0,70
7000608,7.61,0,70
7000609,7.61,0,70
7000610,7.61,0,70
7000612,4.47,0,70
7000613,20.61,0.5,70
7000614,4.54,0,70
7000615,4.08,0,70
7000616,4,0,70
7000617,3.68,0,70
7000618,,0.25,70
7000619,4.3,0,70
7000620,,0.1,70
7000621,,0.05,70
7000622,,0.05,70
7000623,,0.05,70
7000624,,0.1,70
7000625,,0.1,70
7000626,,0.1,70
7000627,7.61,1.3,70
7000628,9.65,0.75,70
7000629,1.29,1.8,70
7000630,6.46,0.01,70
7000632,,0.1,70
7000633,8.81,0.245,70
7000634,1.57,0,70
7000636,76.49,2.5,70
7000637,,1.1,70
7000638,25.2,0,70
7000639,10.34,0.75,70
7000640,80.29,0,70
7000642,3.96,14.2,70
7000643,5.72,0,70
7000644,80.29,0,70
7000645,4.41,3,70
7000652,0.86,0,70
7002000,0.05,3.5,70
7002001,27.87,3,70
7002002,5.07,0.5,70
7002003,11.61,2,70
7003501,7.61,2.5,70
7003502,7.61,0,70
7003503,3.43,0,70
7003504,3.24,0,70
7003505,3.52,0,70
7003506,3.95,0,70
7003507,4.49,22.7,70
7003508,5,31.74,70
7003509,5.62,0,70
7003510,5.85,0,70
7003511,6.57,4.1,70
7003512,6.62,0.77,70
7003513,0.86,0,70
7003514,3.06,0,70
7003515,7.61,5,70
7003516,7.61,30,70
7003517,7.61,2.5,70
7003518,7.61,20,70
7003519,7.61,6,70
7003520,7.61,20,70
7003521,7.61,20,70
7003522,7.61,2,70
7003523,8.66,14.06,70
7003524,,0,70
7003525,,0,70
7003526,,0,70
7003527,5.88,0,70
7003528,,0,70
7003529,3.28,0,70
7003530,3.58,0,70
7003531,4.12,0,70
7003532,4.71,0,70
7003533,4.95,0,70
7003534,5.2,0,70
7003535,5.3,0,70
7003536,5.35,0,70
7003537,5.43,0,70
7003538,6.34,0,70
7003539,4.83,0,70
7003589,7.61,2.71,70
7003592,10.89,0,70
7003593,9.96,0,70
7003594,5.99,0,70
7003597,8.95,0,70
7003599,6.59,0,70
7003601,79.76,0,70
7003602,9.3,0,70
7003603,33.88,0,70
7003604,7.61,38.8,70
7003608,10.01,0,70
7003610,7.61,0,70
7003611,6.61,0,70
7003612,43.87,0.82,70
7003613,43.24,0.5,70
7003614,41.87,0.35,70
7003615,41.87,1.07,70
7003616,40.47,0.78,70
7003617,40.47,0,70
7003618,37.99,0.5,70
7003619,37.99,0.5,70
7003620,4.47,4.72,70
7003621,4.41,6.2,70
7003622,4.24,2.1,70
7003623,4.41,7.01,70
7003624,4.18,2.75,70
7003625,4.32,1.05,70
7003626,4.12,0,70
7003627,4.06,5,70
7003628,4,5.54,70
7003629,3.99,6.57,70
7003630,3.94,6.93,70
7003631,3.86,3.75,70
7003632,3.86,0.88,70
7003633,3.82,2.08,70
7003634,3.79,0.44,70
7003635,3.77,1.57,70
7003636,3.77,4.09,70
7003637,3.66,4.6,70
7003638,3.59,0,70
7004017,43.87,0.72,70
7005000,,3.3,70
7005001,,2.21,70
7005002,,1.114,70
7005004,,1.485,70
7005005,,3,70
7005009,,0.056,70
7005010,,0.056,70
7005011,,0.033,70
7005012,,0.1,70
7005013,7.61,0.01,70
